#Select Statistics Per TCE From the Data Validation XML Files
#Mission = TESS
#Search =  tess2018319112539
#Sectors = S0005-S0005
#Created Date = 2019-02-27
#
tceid,ticid,planetNumber,planetCandidateCount,starTeffKelvin,starLoggCgs,orbitalPeriodDays,orbitalPeriodDays_err,planetRadiusEarthRadii,planetRadiusEarthRadii_err,ratioPlanetRadiusToStarRadius,ratioSemiMajorAxisToStarRadius,semiMajorAxisAu,starRadiusSolarRadii,transitDepthPpm,transitDepthPpm_err,transitDurationHours,transitEpochBtjd,transitEpochBtjd_err,transitIngressTimeHours,minImpactParameter,ws_mes,ws_mesphase,expectedtransitcount,chiSquare2,mes,maxses,equilibriumTempKelvin,InsolationFlux
00167086201-01,167086201,1,1,5197,4.438,2.19698,7.46967e-005,15.6766,0.168838,0.143598,2.25998,0.0330907,1,24718.8,534.328,8.90458,1439.16,0.000495924,1.19097,0.00999983,6.48619,1.37083,12,89.7909,34.0495,13.7576,1260.64,596.88
00167123437-01,167123437,1,2,4862,4.438,0.767171,4.78575e-005,35.4835,24.6953,0.32503,3.28242,0.0164091,1,64700.3,2232.22,1.84864,1438.6,0.000911026,0.92432,0.891825,12.8024,0.38102,34,95.222,20.9271,5.16549,1674.81,1859.44
00167123437-02,167123437,2,2,4862,4.438,0.767088,0.000100076,25.6793,57.9162,0.235223,2.52303,0.0164079,1,24415.1,1393.01,1.93783,1438.21,0.00195149,0.968915,0.977453,2.79386,0.55847,35,29.1609,13.6188,4.54861,1674.87,1859.7
00167125688-01,167125688,1,1,4762,4.52562,1.56201,0.000246086,2.87701,0.689435,0.0332875,5.04402,0.0241281,0.791694,1039.99,81.2195,1.50758,1438.45,0.00224698,0.141318,0.821253,1.53129,-0.31111,17,37.1971,11.0838,5.28681,1203.64,496.037
00167303776-01,167303776,1,5,3152,4.438,17.1636,0.00309789,53.6635,660.427,0.49156,44.0185,0.130285,1,116776,9701.98,3.42928,1439.12,0.00198238,1.71464,0.948843,9.3657,0.76806,2,13.8643,13.9699,10.4415,385.328,5.21009
00167303776-02,167303776,2,5,3152,4.438,7.2979,0.00150007,41.828,141.814,0.383147,16.9269,0.0736694,1,62569.7,5022.13,3.18829,1439.89,0.0027358,1.59414,0.990097,8.00822,1.88472,4,24.2683,11.7445,9.95841,512.43,16.2952
00167303776-03,167303776,3,5,3152,4.438,11.7136,0.00242411,37.2181,1.48353,0.340919,16.5804,0.100991,1,136962,10599.4,7.24466,1439.59,0.00382823,1.84361,0.0121568,6.44166,2.13194,3,11.5694,13.2708,12.4856,437.66,8.67095
00167303776-04,167303776,4,5,3152,4.438,13.2611,0.00260111,17.9093,2.8084,0.16405,95.123,0.109701,1,31979.4,4509.95,1.23941,1441.8,0.00186799,0.174794,0.0275975,3.45876,-1.3625,2,1.08783,10.3643,10.5719,419.927,7.34879
00167303776-05,167303776,5,5,3152,4.438,10.1007,0.0051811,37.3643,130.672,0.342258,22.8886,0.0914936,1,53464.1,6840.44,3.12113,1447.46,0.00355499,1.56057,0.972919,6.1995,1.88611,2,0.6031,7.39987,5.34926,459.815,10.5646
00167344029-01,167344029,1,1,4089,0.2,15.3151,0.00353284,5.99286,0.7822,0.0548948,22.8958,0,1,3794.23,375.252,5.35481,1446.7,0.00243879,0.282996,0.124585,5.12209,10.075,2,8.86979,17.0873,16.0372,0,0
00167344043-01,167344043,1,2,5528,4.24939,16.5856,0.0022483,7.99804,1.01201,0.0597812,12.1817,0.126178,1.22551,4224.21,364.447,11.0365,1439.02,0.00160834,0.623937,0.00999983,7.57893,6.25139,2,9.71409,18.2631,16.7311,760.198,78.9275
00167344043-02,167344043,2,2,5528,4.24939,15.7399,0.00271072,5.11839,0.860628,0.0382573,20.5875,0.121852,1.22551,1730.31,280.228,6.06638,1446.39,0.0019612,0.223722,0.00999983,5.12387,-3.06389,2,5.01793,16.3871,16.666,773.576,84.6315
00167526485-01,167526485,1,1,6967.72,3.786,5.01141,0.00020771,35.7258,8.29024,0.102564,5.01131,0.0753443,3.19068,11060.4,103.941,6.97946,1439.61,0.000510936,1.04172,0.635189,4.45322,2.50694,5,36.2303,103.092,49.4562,2000.78,3787.19
00167554898-01,167554898,1,1,6209,3.88502,4.45366,0.000165987,17.7714,2.88516,0.0787715,6.96788,0.0562523,2.06657,6305.13,64.63,3.87787,1439.75,0.000507683,0.579602,0.736739,3.68454,0.5625,6,12.7203,106.8,45.6252,1660.61,1797.2
00167602025-01,167602025,1,1,5340.94,4.45207,15.1277,0.0024913,5.7071,1.98896,0.0553629,50.7841,0.116526,0.944266,3660.03,449.785,2.40171,1444.04,0.0017895,0.126018,0.00999983,2.97285,-1.00694,2,0.09746,12.4841,11.9187,670.88,47.874
00167602738-01,167602738,1,2,6856,4.20431,0.353526,3.7065e-005,2.80695,3.7521,0.0161163,2.90569,0.0111716,1.59539,290.184,33.7351,0.927581,1438.19,0.00126251,0.0166762,0.291023,9.18657,0.17288,74,41.0932,7.19915,3.17326,3615.24,40371.2
00167602738-02,167602738,2,2,6856,4.20431,0.35349,3.24633e-005,3.19106,1.35854,0.0183217,1.82728,0.0111709,1.59539,345.945,30.36,1.22013,1438.02,0.00111057,0.0455318,0.703432,0,0.17639,75,54.9998,8.55156,2.90558,3615.37,40376.6
00167656297-01,167656297,1,1,4476,4.438,1.13285,5.1371e-005,27.99,7.64151,0.25639,3.8382,0.0212783,1,43715.4,1037.58,2.08988,1438.6,0.000676244,1.04494,0.88355,1.98924,0.78682,23,328.822,37.4384,12.3605,1353.98,794.28
00167671107-01,167671107,1,2,6653.5,4.48,3.64979,5.21174e-005,25.6925,3.37816,0.148302,7.39332,0.0652188,1.58693,24417,86.6852,4.09714,1438.67,0.000158024,0.613744,0.387319,7.27383,1.82639,8,195.913,281.91,119.851,1448.22,1039.58
00167671107-02,167671107,2,2,6653.5,4.48,3.64844,0.000848317,5.96376,0.831129,0.0344239,3.70562,0.0652026,1.58693,1085.25,77.0601,4.15568,1440.5,0.0031129,0.584999,0.885627,1.93796,2.63472,7,10.3569,13.1942,7.67144,1448.4,1040.1
00167673218-01,167673218,1,1,4829,2.61787,8.9791,0.00231968,185.509,79.7469,0.255599,5.01978,0.0739724,6.64819,26944.9,1062.37,10.8076,1438.98,0.002993,5.40378,0.990105,19.8681,0.69444,3,115.372,23.78,25.9187,2020.07,3935.37
00167673754-01,167673754,1,3,7671,4.26315,0.565006,-1,10.8297,-1,0.0604764,3.10161,0.0162752,1.64032,311962,0,1.5,1438.02,-1,0.0893671,0.1,5.16679,0.24306,0,717.178,67.9813,13.9048,3398.17,31513.8
00167673754-02,167673754,2,3,7671,4.26315,5.12965,0.00150282,88.1812,170.289,0.492431,6.2133,0.0708298,1.64032,179104,32753,8.18579,1441.86,0.00413533,4.0929,0.769877,15.9808,1.69583,5,0.2761,16.4244,8.18318,1628.92,1663.88
00167673754-03,167673754,3,3,7671,4.26315,0.565359,2.14403e-005,10.2636,2.77051,0.0573153,6.58635,0.016282,1.64032,3305.11,362.631,0.490974,1438.27,0.000415742,0.0580836,0.753024,21.4422,0.06146,47,9.4133,7.72401,3.06428,3397.46,31487.5
00167717848-01,167717848,1,3,4067,3.00882,2.53176,0.000160681,115.295,43.6792,0.250171,3.81481,0.0317217,4.22153,24854.3,534.383,4.0365,1438.04,0.000799104,2.01825,0.990105,75.2418,0.24861,11,625.643,55.9078,35.2644,2070.25,4341.22
00167717848-02,167717848,2,3,4067,3.00882,10.1198,0.000986028,156.845,105.69,0.340329,19.2726,0.0798954,4.22153,47197.3,1099.01,3.63009,1446.04,0.000685173,1.81504,0.990105,14.6157,7.58055,2,0.76055,44.27,33.0809,1304.49,684.355
00167717848-03,167717848,3,3,4067,3.00882,2.53041,0.000175275,98.3561,23.7403,0.213417,2.64299,0.0317105,4.22153,48554.5,1191.42,7.98256,1438.36,0.00179931,2.27674,0.643503,3.122,0.20139,11,1.2572,25.0024,12.1094,2070.62,4344.29
00167717852-01,167717852,1,1,4589,4.71,10.1224,0.00350674,11.5889,2.15143,0.183586,6.36363,0.0783574,0.578232,41266.6,2549.89,14.4658,1445.83,0.00247883,2.25958,0.0153361,5.1758,-1.58333,2,0.00638,11.6164,9.05192,550.074,21.6374
00167722437-01,167722437,1,1,7298,4.22438,0.212453,1.45338e-005,2.74226,0.807049,0.0152877,1.76781,0.00823948,1.6431,211.716,27.555,0.497841,1438.08,0.000607353,0.0403124,0.905927,7.20057,0.10417,124,97.9094,7.46175,3.41293,4547.55,101072
00167747439-01,167747439,1,2,6066.3,3.50618,6.13077,0.00013035,65.5479,13.5603,0.204955,6.73524,0.0656786,2.92953,48199.9,295.569,8.42412,1439.19,0.000292658,1.44151,0.00999983,13.8409,3.04861,5,8.27694,148.337,86.4757,1787.73,2413.97
00167747439-02,167747439,2,2,6066.3,3.50618,6.13025,0.00167316,23.6296,4.92467,0.0738849,4.56211,0.0656749,2.92953,5542.76,258.457,8.15026,1442.23,0.00218821,1.16171,0.738617,2.28289,1.12778,4,1.90705,20.0965,12.6017,1787.78,2414.24
00167756615-01,167756615,1,1,6124,3.46299,9.9625,-1,95.8246,-1,0.265491,10.6934,0.0951948,3.30616,80522,-1,9,1446.97,-1,1.90838,0.1,12.9815,-1.28333,2,113060,2058.9,1701.37,1592.51,1520.02
00168674931-01,168674931,1,2,6753,4.0586,0.901428,-1,10.8411,-1,0.0533746,4.85345,0.020657,1.86053,0,0,1.5,1438.49,-1,0.077785,0.1,70.4651,0.45004,0,5858.96,171.039,46.5372,2827.96,15115.2
00168674931-02,168674931,2,2,6753,4.0586,0.450738,2.5975e-005,24.8621,8.17444,0.122405,1.4376,0.0130135,1.86053,6606.85,314.541,1.8317,1438.38,0.000807882,0.915848,0.990105,76.4031,0.14363,58,12.4107,18.0176,7.98062,3562.95,38085.3
00168696027-01,168696027,1,2,5306,4.17271,15.6922,0.0013352,8.16725,1.24467,0.0576642,41.2121,0.119095,1.29738,3970.36,288.424,3.07678,1443.25,0.000939825,0.167794,0.00999983,8.31218,0.72639,2,1.52255,30.0995,24.2592,772.763,84.2766
00168696027-02,168696027,2,2,5306,4.17271,15.9293,0.00189447,5.84256,3.5528,0.0412509,80.1507,0.120291,1.29738,1996.06,233.807,1.51972,1439.35,0.00138402,0.0653913,0.286991,8.52733,4.425,2,0.00371,15.7366,11.5046,768.91,82.608
00168697816-01,168697816,1,2,6456.9,4.54,0.692194,3.70181e-005,21.4353,4.20253,0.20531,1.47623,0.0160836,0.956347,18466.8,373.693,3.58871,1438.2,0.000761766,1.79435,0.990105,27.7487,0.34583,38,87.2181,54.8774,11.9242,2197.01,5506.15
00168697816-02,168697816,2,2,6456.9,4.54,0.692279,9.85514e-005,12.0258,3.58041,0.115185,1.32544,0.0160849,0.956347,5816.02,389.69,3.28753,1438.55,0.00205366,1.64377,0.990105,0,0.34599,38,29.881,8.92361,3.21637,2196.92,5505.24
00168750720-01,168750720,1,1,3219,5.00746,6.55333,0.00209086,3.198,1.2856,0.11812,56.8264,0.0419036,0.248,16377.1,3069.23,0.985083,1440.7,0.0031335,0.104085,0.00999983,2.6651,0.35556,4,6.41784,11.3418,12.6377,345.552,3.36956
00168847119-01,168847119,1,3,6921,4.438,10.6136,0.00257247,27.2953,10.4774,0.112406,10.329,0.161137,2.22432,5617.46,391.02,4.00066,1445.95,0.00198958,2.00033,0.990105,46.5205,0.28472,2,77.3092,22.9391,20.6392,1134.65,391.713
00168847119-02,168847119,2,3,6921,4.438,12.5225,0.0030686,12.5492,1.46965,0.0516794,12.5999,0.17992,2.22432,2200.28,250.113,3.45629,1444.4,0.00236602,1.72815,0.948717,7.45526,0.2875,2,19.2021,16.8633,13.764,1073.79,314.195
00168847119-03,168847119,3,3,6921,4.438,11.9809,0.00489983,5.08946,5.20754,0.0209591,52.0471,0.174695,2.22432,460.247,186.863,1.37834,1446.33,0.00349064,0.048764,0.654349,3.60409,-0.65,2,1.76064,7.21356,6.39013,1089.73,333.271
00168847194-01,168847194,1,2,12274,4.438,10.6312,0.00505192,1.68486,0.886141,0.0154333,46.6677,0.0946694,1,252.718,36.8651,1.56424,1443.99,0.00268536,0.0304864,0.472649,7.01629,2.99583,2,0.89705,11.6821,9.58455,1760.25,2268.89
00168847194-02,168847194,2,2,12274,4.438,10.1378,0.0025065,1.6332,1.91947,0.0149602,69.5697,0.091717,1,242.303,36.8274,1.11075,1444.16,0.00173054,0.0169522,0.186155,4.97324,2.925,2,2.10982,8.92408,7.60643,1788.35,2417.32
00168851294-01,168851294,1,3,6428,4.23357,0.643209,-1,20.8608,-1,0.132521,2.85138,0.0159175,1.44193,326533,0,2,1438.35,-1,0.245252,0.1,66.0141,0.32238,0,2454.9,278.901,56.9255,2699.62,12552.4
00168851294-02,168851294,2,3,6428,4.23357,4.3753,0.00163162,118.611,161.615,0.753493,3.98378,0.0571452,1.44193,239701,22507.6,12.85,1439.64,0.00522374,6.425,0.990105,14.5843,1.28611,6,0.39345,21.8636,10.0759,1424.79,973.915
00168851294-03,168851294,3,3,6428,4.23357,0.643159,1.76904e-005,44.5152,44.5181,0.282788,1.7771,0.0159167,1.44193,82759.5,1911.44,3.60235,1438.03,0.00041465,1.33911,0.647008,2.32133,0.16944,41,16.7725,9.03203,4.14336,2699.69,12553.8
00169532369-01,169532369,1,1,6945,4.17347,3.60349,0.000325496,15.6008,13.7482,0.0854761,6.34892,0.0529169,1.67186,7643.84,192.755,3.7859,1440.31,0.00120828,0.499003,0.65478,1.84983,1.3625,7,29.0994,30.9969,14.4587,1722.53,2080.6
00169532543-01,169532543,1,1,7738,3.85734,0.915194,-1,20.9433,-1,0.0727504,3.78651,0.0225605,2.63698,397577,0,2,1438.65,-1,0.139991,0.1,24.3501,0.45408,0,771.83,162.985,44.356,3691.47,43885.4
00170634116-01,170634116,1,1,6600,4.20892,3.6623,7.89923e-005,17.7574,0.0703348,0.106312,7.48495,0.0518114,1.53,12386.3,65.0814,3.74451,1438.53,0.000240299,0.458131,0.480066,2.16163,0.55972,8,95.7889,191.917,82.6803,1582.59,1482.5
00170635351-01,170635351,1,1,4453,2.30032,13.6751,0.00730566,228.674,117.465,0.209716,5.01073,0.100663,9.98807,17585.4,983.933,14.8327,1443.71,0.00524544,7.41635,0.990105,8.94303,0.79861,2,0.36068,11.5991,8.65109,1957.27,3468.35
00170638670-01,170638670,1,1,5079.5,4.54,6.76537,0.00154864,11.3458,55.781,0.1111,24.722,0.0724483,0.935444,4894.97,644.058,1.05503,1444.04,0.00233534,0.527517,0.990105,4.08994,3.00139,3,9.31005,10.6923,9.30503,805.393,99.4379
00170676440-01,170676440,1,3,5914.2,0.15,0.317181,4.55025e-006,16.5728,5.57439,0.151807,2.38,0,1,9510.3,296.084,0.667297,1438.27,0.000160269,0.333648,0.990105,28.4773,0.05565,83,139.2,34.6837,8.57985,0,0
00170676440-02,170676440,2,3,5914.2,0.15,0.634406,-1,6.75105,-1,0.0618399,10.2654,0.00053794,1,0,0,0.5,1438.32,-1,0.029484,0.1,8.39389,0.32503,0,145.344,43.1476,13.9791,11251.8,3.78796e+006
00170676440-03,170676440,3,3,5914.2,0.15,0.634363,1.99686e-005,15.2855,10.2473,0.140016,3.88386,0,1,8109.13,586.796,0.731979,1438.01,0.0005811,0.36599,0.990105,8.58356,0.2,42,45.0281,9.3411,8.34459,0,0
00170698265-01,170698265,1,1,3470,4.438,0.381678,3.67912e-005,7.9629,0.442987,0.0729405,1.6016,0.0103028,1,4794.61,437.366,1.42522,1438.16,0.00126907,0.352955,0.86676,7.39837,0.25245,69,42.5086,9.26488,4.26611,1508.5,1223.77
00170749770-01,170749770,1,1,6881.3,4.59,5.30532,0.000209926,25.533,5.47792,0.123649,6.76879,0.102369,1.89151,17055.3,146.439,6.55622,1438.99,0.000452931,0.779384,0.275826,5.02162,2.64583,5,722.149,96.6848,56.3096,1305.22,685.884
00170849515-01,170849515,1,1,3837,4.72608,1.94128,0.000220229,10.8321,1.97803,0.177499,9.8412,0.0257938,0.559,37131.7,1773.45,1.77865,1438.15,0.00163142,0.268905,0.00999983,1.9342,1.25278,14,32.9908,16.0862,5.58701,788.191,91.2111
00170882537-01,170882537,1,1,3173,4.438,14.0252,0.00298728,8.97816,3.2852,0.0822403,82.8742,0.113875,1,8056.72,1086.48,1.39916,1443.86,0.00209036,0.106338,0.00999983,3.73388,0.2,2,24.6667,11.9328,13.2892,414.905,7.00348
00176984236-01,176984236,1,1,6138,4.28022,1.75631,0.000202094,6.95258,6.95601,0.049227,3.00468,0.0299817,1.29372,2038.92,98.1989,2.2972,1438.94,0.00166335,0.678127,0.929453,2.73818,0.88669,15,47.514,18.7336,6.97491,1779.14,2367.91
00177077475-01,177077475,1,2,5478.28,4.5609,13.3277,0.00095402,17.0055,12.328,0.189228,27.9915,0.106241,0.823191,14941.4,310.515,2.39786,1444.05,0.000682504,1.19893,0.990105,30.9049,9.04861,2,1073.85,43.9382,56.6047,672.884,48.4488
00177077475-02,177077475,2,2,5478.28,4.5609,9.18824,0.00265832,5.5375,0.759989,0.0616185,11.2229,0.0829107,0.823191,3336.52,239.15,3.66214,1443.94,0.00382347,0.869587,0.88693,2.57472,1.26667,3,956.693,35.7217,48.1964,761.695,79.551
00177078973-01,177078973,1,1,5240,4.45247,13.8726,0.00302605,12.4162,12.4275,0.12219,14.799,0.108972,0.930784,16167.8,1273.17,6.75582,1442.82,0.00220746,1.11495,0.609949,4.2706,1.04861,2,32.6456,18.6298,19.9157,675.755,49.2809
00177116487-01,177116487,1,1,4314,4.60884,12.7261,0.00226414,10.1871,2.00285,0.0772773,26.5317,0.137984,1.20752,6440.77,423.748,3.17595,1446.09,0.00158248,0.37025,0.640328,4.61093,1.37083,2,0.01006,20.8885,16.3003,563.125,23.7651
00177175199-01,177175199,1,1,5526,4.438,0.520208,4.15498e-005,8.29818,9.67613,0.0732897,1.3055,0.0129767,1.03714,2291.18,75.566,2.03401,1438.02,0.00115915,1.017,0.98876,1.18898,-0.10483,51,140.821,16.9234,4.57049,2179.91,5336.75
00177309964-01,177309964,1,1,3289,4.438,14.0472,0.00145299,27.1619,1.74069,0.248804,101.26,0.113994,1,63081.5,6116.69,1.09888,1439.62,0.00114759,0.399685,0.696007,10.4542,2.59861,2,3.07523,31.2452,23.421,429.848,8.06829
00177349463-01,177349463,1,1,5881,4.41724,13.7005,0.00722168,14.5568,15.794,0.126052,11.565,0.114552,1.05783,6730.31,830.392,4.87376,1443.94,0.00506698,2.43688,0.990105,3.97263,4.08333,2,1.36531,7.17673,6.64527,788.587,91.3943
00177353450-01,177353450,1,1,3300,4.438,10.0429,0.00272672,15.2367,1.29854,0.139569,41.4781,0.0911441,1,20496.3,2379.79,1.70413,1445.68,0.00204729,0.353804,0.670958,4.24588,7.21805,2,7.77707,19.0881,16.0307,482.327,12.7905
00178242590-01,178242590,1,1,6047,4.10812,1.30194,3.31798e-005,19.3041,4.43879,0.113987,4.15043,0.0242876,1.55128,15013.6,202.416,2.70261,1438.48,0.000375957,0.281511,0.00999983,4.26525,0.40972,20,36.9702,72.6533,21.285,2132.48,4887.21
00178284729-01,178284729,1,1,5895,4.438,2.23595,2.91694e-005,35.0294,0.208248,0.320871,12.7819,0.0334809,1,107894,840.878,1.56883,1439.53,0.000180194,0.586345,0.611198,3.18038,1.21504,12,184.926,167.98,60.1266,1421.6,965.229
00178284730-01,178284730,1,1,5260,4.51363,2.23594,2.57235e-005,13.739,0.0879316,0.144655,8.75829,0.0323358,0.87,18971.8,144.245,1.51868,1439.53,0.000158834,0.618949,0.843257,3.15266,-0.34583,12,263.916,192.693,69.1,1203.91,496.48
00178285451-01,178285451,1,2,5891,4.45738,13.8471,0.00332926,5.80675,0.768079,0.0525833,8.58846,0.115481,1.01154,3220.96,337.658,12.9967,1448.47,0.00235909,0.65214,0.00999983,5.98108,7.45139,2,4.1272,20.7592,16.7217,769.339,82.7928
00178285451-02,178285451,2,2,5891,4.45738,12.1826,0.00226576,4.25428,2.78186,0.0385248,65.457,0.10603,1.01154,1710.02,235.234,1.43454,1443.96,0.00162449,0.0565252,0.246265,4.22963,1.92361,2,0.27917,10.5018,8.94166,802.893,98.2091
00178286168-01,178286168,1,2,5003,4.49381,0.526223,3.77396e-005,5.61784,6.26341,0.0602202,1.59565,0.0119956,0.854525,1921.18,121.769,1.35461,1438.42,0.00100528,0.677307,0.974445,10.12,0.25949,50,65.7381,18.0194,4.42079,1863.26,2848.51
00178286168-02,178286168,2,2,5003,4.49381,0.52617,5.70218e-005,2.27356,3.30367,0.0243713,3.41782,0.0119948,0.854525,672.168,58.4997,1.07069,1438.16,0.00147291,0.0347982,0.507756,3.05973,0.37056,50,54.8058,9.8532,4.17925,1863.32,2848.89
00178352046-01,178352046,1,2,5358,4.10438,5.77957,0.000226031,29.0038,5.39188,0.187841,11.9744,0.0615065,1.41437,39425.8,248.189,3.98244,1441.01,0.000494091,0.809169,0.49963,8.37919,2.63611,5,5.59917,172.789,102.223,1133.75,390.466
00178352046-02,178352046,2,2,5358,4.10438,11.569,0.0035633,7.46773,1.96296,0.0483641,24.0241,0.0976909,1.41437,2764.14,243.268,3.78939,1443.64,0.00249061,0.181643,0.196925,4.11666,5.78055,2,0.32535,10.1466,7.47686,899.599,154.781
00178857934-01,178857934,1,1,5728,3.89617,0.713328,-1,26.4035,-1,0.128118,2.5394,0.0157532,1.88776,217803,0,2.5,1438.67,-1,0.300867,0.1,2.87977,0.18277,0,83199.1,556.511,155.085,2766.84,13850.2
00178858648-01,178858648,1,1,6334,3.57646,4.46229,3.47595e-005,187.297,40.1452,0.568276,4.90231,0.0572259,3.01904,184577,160.386,9.32901,1440.49,0.00010532,4.66451,0.871559,12.3619,-0.70694,6,928940,3739.75,1735.68,2030.06,4013.78
00178871077-01,178871077,1,1,7411,4.26585,0.260853,1.74349e-005,3.94624,1.38117,0.0227764,4.27394,0.00953015,1.58707,572.3,83.7699,0.461136,1438.09,0.000485574,0.0114507,0.3,8.28177,0.1,101,63.3844,7.32111,3.13484,4220.04,74952.9
00178938417-01,178938417,1,2,5544,4.52931,5.97587,0.000197892,12.9927,8.87145,0.133761,25.4489,0.063979,0.889748,7374.03,147.563,0.991703,1443,0.000301659,0.495852,0.990105,27.3161,3.44861,4,0.64737,56.6607,34.1117,912.284,163.697
00178938417-02,178938417,2,2,5544,4.52931,5.97482,0.000609972,9.58031,4.08737,0.0986302,5.57582,0.0639715,0.889748,4033.83,84.9601,3.96542,1440.48,0.00117042,1.98271,0.990105,2.57148,4.41528,5,64.8923,41.5863,24.8025,912.337,163.735
00178938437-01,178938437,1,2,7030,3.8345,0.311949,1.73477e-005,6.03278,1.49798,0.0221443,2.54175,0,2.49547,444.224,75.3197,0.486225,1438.06,0.000492765,0.0525125,0.901625,4.75312,0.18958,85,21.029,8.18907,2.76808,0,0
00178938437-02,178938437,2,2,7030,3.8345,7.95978,5.27383,1.11911,213.939,0.00410789,3.62642,0.09037,2.49547,15.3632,4145.91,7.69959,1442.57,6.17088,0.165063,0.900806,10.8065,4.37778,3,1.77226,15.9343,11.809,1630.09,1668.65
00178947176-01,178947176,1,2,3340,4.9455,10.013,0.00255422,1.78779,0.386346,0.0536926,24.8694,0.060846,0.305,3374.73,454.976,3.19397,1447.47,0.00178258,0.168057,0.180693,4.9431,-1.74306,2,1.48865,9.29354,6.83304,329.968,2.80163
00178947176-02,178947176,2,2,3340,4.9455,9.49016,0.00397914,1.63255,0.330107,0.0490303,11.4396,0.0587089,0.305,2824.83,448.532,6.61916,1444.92,0.00281333,0.313945,0.112995,3.63409,0.74444,3,0.81426,8.08402,6.4091,335.92,3.0093
00178952927-01,178952927,1,1,2449,4.438,10.5245,0.00286369,2.28952,1.1183,0.0209721,21.8964,0.094035,1,516.727,61.3955,3.61749,1447.14,0.00168899,0.0800496,0.269437,5.86687,7.525,2,5.0846,9.9666,8.5466,352.4,3.64472
00178969584-01,178969584,1,1,3377,4.92519,10.9457,0.00505871,10.1116,2.47061,0.285873,65.7289,0.0661827,0.324,95531.6,14743.7,1.63592,1443.82,0.00395007,0.363745,0.00999983,2.93853,-0.12083,2,13.3999,13.3652,14.3437,329.703,2.79263
00178996712-01,178996712,1,2,7093,4.18455,2.98224,2.53468e-005,44.9056,8.00812,0.244822,6.71074,0.0471989,1.68015,34305.8,146.177,2.80497,1440.46,0.000107902,1.40249,0.940059,61.6188,1.49167,9,3692.73,379.041,150.853,1867.37,2873.7
00178996712-02,178996712,2,2,7093,4.18455,2.98227,0.000122293,16.0197,3.68431,0.0873383,4.5502,0.0471992,1.68015,5337.72,165.211,2.70828,1438.97,0.000599216,1.35414,0.950695,3.24361,1.29444,9,29.9309,59.3982,24.9162,1867.36,2873.66
00179034615-01,179034615,1,2,31000,5.59998,0.662199,5.50052e-005,7.37544,7.28083,0.375329,2.83209,0.0115697,0.18,83632.6,3669.24,1.99292,1438.36,0.00118663,0.99646,0.912398,11.8824,0.33579,40,73.7015,16.8011,4.46519,5395.46,200279
00179034615-02,179034615,2,2,31000,5.59998,0.662091,0.000104236,5.61526,12.6168,0.285756,2.29473,0.0115685,0.18,39487.2,2676.25,2.07675,1438.03,0.0022572,1.03838,0.98414,0,0.33056,40,56.9581,12.8112,4.17129,5395.76,200323
00179034958-01,179034958,1,1,3411,4.90821,10.0685,0.00940922,4.15939,0.950255,0.111731,10.8833,0.0639299,0.341,11515.2,1689.78,5.09118,1447.03,0.00672152,1.62053,0.849072,3.50498,-1.85139,2,16.2751,11.6525,11.0492,347.615,3.45078
00179034959-01,179034959,1,1,2977,5.12906,10.0699,0.0038685,1.45765,0.649237,0.0839757,42.1887,0.0455467,0.159,8156.73,1312.12,1.90314,1447.06,0.00278949,0.160265,0.293163,3.6892,-1.85417,2,16.6089,12.1,11.5509,245.437,0.857599
00179209305-01,179209305,1,1,5780,4.438,13.476,0.00736521,33.0194,77.9719,0.302459,18.0803,0.110882,1,39334.2,4990.17,4.8274,1444.05,0.0049413,2.4137,0.990105,2.65685,4.63611,2,1.40108,7.47061,6.30226,765.929,81.3345
00179304342-01,179304342,1,1,5780,4.438,1.13696,0.000476176,58.7156,3.23519,0.537837,3.09432,0.0213297,1,329017,27023.1,4.51713,1438.88,0.00598805,1.60845,0.0252555,4.19353,0.59236,23,5.55061,11.0907,3.74536,1746.34,2198.02
00179305059-01,179305059,1,2,5780,4.438,1.2371,0.000795189,9.32113,0.966575,0.0853819,1.64163,0.0225645,1,6162.82,1010.69,4.22005,1438.4,0.00924609,1.83756,0.911226,7.65953,0.62639,22,9.97301,7.19286,3.20239,1697.88,1964.03
00179305059-02,179305059,2,2,5780,4.438,1.24059,0.000572447,11.1176,0.703218,0.101837,1.49078,0.0226069,1,8981.98,876.57,5.39666,1438.99,0.00639931,2.39333,0.894883,0,0.61855,21,25.9325,8.95097,4.55821,1696.29,1956.68
00179308923-01,179308923,1,1,9578,4.07554,0.94221,0.000366472,31.4121,25.8503,0.121315,1.22249,0.0253407,2.3718,6835.22,481.801,5.93283,1438.32,0.00564374,2.96641,0.990105,2.92801,0.56806,28,16.2022,8.56937,3.30713,4088.8,66055
00188969240-01,188969240,1,1,3100,4.438,12.7729,0.00252835,8.88266,2.33426,0.0813655,74.278,0.106991,1,7776.15,953.332,1.42056,1444.46,0.00175486,0.106903,0.00999983,3.63738,8.14028,2,34.0324,15.235,16.843,418.196,7.22838
00188989112-01,188989112,1,1,3112,5.06221,11.4234,0.00440624,4.6476,1.10986,0.208687,28.4333,0.0555701,0.204,51035.2,4701.45,3.71072,1444.82,0.00315855,0.640943,0.00999983,3.20961,-0.59861,2,0.81767,16.218,12.0372,263.103,1.13247
