#Select Statistics Per TCE From the Data Validation XML Files
#Mission = TESS
#Search =  tess2018349182739
#Sectors = S0006-S0006
#Created Date = 2019-02-27
#
tceid,ticid,planetNumber,planetCandidateCount,starTeffKelvin,starLoggCgs,orbitalPeriodDays,orbitalPeriodDays_err,planetRadiusEarthRadii,planetRadiusEarthRadii_err,ratioPlanetRadiusToStarRadius,ratioSemiMajorAxisToStarRadius,semiMajorAxisAu,starRadiusSolarRadii,transitDepthPpm,transitDepthPpm_err,transitDurationHours,transitEpochBtjd,transitEpochBtjd_err,transitIngressTimeHours,minImpactParameter,ws_mes,ws_mesphase,expectedtransitcount,chiSquare2,mes,maxses,equilibriumTempKelvin,InsolationFlux
00011295893-02,11295893,2,2,5624,3.22643,18.3664,0.00190145,20.6604,6.75824,0.0472958,52.0697,0.135557,4.00141,2399.31,292.149,2.26986,1468.69,0.00135373,0.163052,0.622429,10.5348,1.15833,2,18.5115,12.1548,14.0384,1348.29,780.999
00011356662-01,11356662,1,1,5846,4.34831,3.24585,0.000879165,2.84423,4.85804,0.0228648,12.6076,0.0437127,1.13945,609.693,86.9771,2.01203,1470.53,0.00320174,0.0451578,0.0448929,3.97174,1.59861,7,23.1021,8.94388,5.10842,1317.03,711.049
00011413227-01,11413227,1,1,3267,4.98224,4.30644,0.00266456,2.12198,0.506267,0.0719904,6.52788,0.0328768,0.27,6097,645.776,5.42616,1468.8,0.00680594,0.36723,0.0203918,3.20151,2.76805,5,3.83045,8.05144,5.63998,413.122,6.88387
00011756053-01,11756053,1,2,4686,4.438,9.81146,0.00106408,5.38244,0.387517,0.0493034,19.1247,0.0897383,1,2557.76,248.066,3.12759,1468.88,0.00141523,0.265168,0.682195,11.4776,1.14583,3,24.2098,20.4112,23.7898,690.248,53.6466
00011756053-02,11756053,2,2,4686,4.438,5.89182,0.0014011,3.9985,0.485312,0.0366264,7.88968,0.0638737,1,1649.26,227.295,5.92841,1473.87,0.00182264,0.210754,0.0311247,5.40334,4.18611,3,0.07634,22.9217,22.4728,818.151,105.89
00011756637-01,11756637,1,1,3484,4.87221,2.15278,-1,20.6877,-1,0.5,12.3379,0.0238589,0.379,524530,0,2,1469.13,-1,0.673394,0.1,2.23458,1.04167,0,273.32,639.161,237.039,612.723,33.3103
00117739806-01,117739806,1,2,5993,4.30589,5.6204,1.69074e-005,55.3941,55.3941,0.414586,14.439,0.0639923,1.2239,196171,124.183,4.20841,1471.61,3.58356e-005,1.23944,0.0679875,201.624,2.80694,4,195.901,2244.59,1301.33,1156.5,422.768
00117739806-02,117739806,2,2,5993,4.30589,5.62016,0.000146794,16.7866,16.7867,0.125636,8.56115,0.0639904,1.2239,15382.4,78.7032,4.02116,1468.8,0.000277316,1.09199,0.794703,2.52032,3.12778,4,151.612,205.35,107.831,1156.52,422.793
00119289797-01,119289797,1,1,5350,4.23463,17.6295,0.00353428,6.26064,0.884718,0.0471609,14.2264,0.129265,1.216,2608.49,272.97,9.56669,1471.11,0.0025225,0.466033,0.278313,2.70619,-2.15417,2,33.9132,21.493,21.291,724.056,64.9544
00119327278-01,119327278,1,2,8146,4.24151,0.542399,5.30781e-005,2.98463,1.08037,0.0154603,1.98636,0.0163776,1.76836,260.302,27.2916,2.03464,1468.77,0.00110096,0.0416784,0.444827,6.61599,0.1449,41,30.5241,8.53506,2.83189,3735.05,45994.4
00119327278-02,119327278,2,2,8146,4.24151,1.08567,0.000100704,4.43223,2.7659,0.0229588,8.70204,0.0260118,1.76836,576.383,51.7292,0.896589,1468.91,0.00162778,0.0241352,0.408524,4.14473,0.78982,20,74.395,12.4781,6.33002,2963.72,18233.4
00119461266-01,119461266,1,2,5780,4.438,1.47286,-1,10.7945,-1,0.0988779,12.3297,0.0253471,1,0,0,1,1468.47,-1,0.0909937,0.1,190.198,-0.12083,0,3592.72,361.667,145.39,1601.97,1556.47
00119461266-02,119461266,2,2,5780,4.438,1.472,0.000129666,50.7858,8.58943,0.4652,1.81041,0.0253373,1,197218,8701.42,9.98859,1468.42,0.00131581,4.9943,0.659937,40.3923,0.32222,15,36.602,43.9664,19.0451,1602.28,1557.68
00119941661-01,119941661,1,2,3302,4.96357,12.9806,-1,12.6126,-1,0.402551,69.3691,0.0704361,0.287,187411,-1,2,1474.75,-1,0.578988,0.1,3.43824,-3.18194,2,186.256,20.79,25.8681,294.112,1.76836
00119941661-02,119941661,2,2,3302,4.96357,8.575,-1,15.6659,-1,0.5,19.628,0.0534264,0.287,286549,-1,5,1475,-1,1.68239,0.1,3.19785,3.87917,0,13.7897,65.7395,90.2723,337.701,3.07361
00120390724-01,120390724,1,1,3345,4.94416,3.78953,0.00171852,4.38399,3.02776,0.130806,5.4968,0.0319417,0.307,12399.4,1552.02,3.53906,1468.67,0.00520331,1.76953,0.917574,6.15511,1.90139,6,3.33713,11.7529,5.91834,457.592,10.3618
00120454069-01,120454069,1,2,3785,4.438,13.3176,0.00531009,1.94104,1.24375,0.0305434,33.3983,0.0766976,0.582121,1067.24,145.161,2.83002,1471.52,0.00377504,0.104042,0.446449,11.0176,-0.29306,2,681.042,32.5739,43.7308,460.122,10.5929
00120454069-02,120454069,2,2,3785,4.438,14.6821,0.00326912,2.4769,0.464116,0.0389755,29.3795,0.081851,0.582121,1540.56,116.845,2.77108,1471.27,0.0023141,0.223178,0.743685,3.42956,-2.2375,2,668.867,29.2602,38.9915,445.402,9.30103
00012158853-01,12158853,1,1,3473,4.87821,0.631192,1.9312e-006,19.2096,3.1904,0.471745,4.24656,0.0104666,0.373,178427,392.064,1.49595,1468.29,3.81558e-005,0.747976,0.7316,2.47925,0.4625,35,18693.6,760.458,160.78,914.847,165.544
00012165310-01,12165310,1,1,3871,4.438,19.1699,0.00568424,2.76548,0.600496,0.0253319,21.3373,0.140249,1,716.661,139.039,5.96445,1469.29,0.00400455,0.207634,0.544997,4.65145,0.92639,2,1.63267,8.72602,7.62198,456.105,10.2277
00123573766-01,123573766,1,2,5839,4.33398,6.63471,0.000535756,28.9635,31.6477,0.229252,13.7974,0.070359,1.15727,27669.8,535.085,2.85973,1472.02,0.000678185,1.42986,0.953195,14.8375,3.31944,3,49.7521,69.408,43.8568,1044.93,281.756
00123573766-02,123573766,2,2,5839,4.33398,6.63074,0.00117576,8.52812,8.54562,0.0675019,16.8845,0.0703309,1.15727,4564.78,277.572,2.24914,1468.71,0.00219519,0.31509,0.760944,2.81807,-1.52778,4,4.49995,15.2362,8.42994,1045.14,281.981
00123574279-01,123574279,1,1,7431,4.18163,0.241512,1.92519e-005,3.06416,1.64396,0.016014,2.68895,0.00906703,1.75271,277.967,32.5361,0.642436,1468.31,0.000717739,0.0133658,0.464332,8.45488,0.12292,91,84.336,7.94085,3.37316,4558.92,102086
00123888036-01,123888036,1,1,4198,4.438,3.45742,0.00109707,49.7852,1.34815,0.456034,2.88482,0.0447703,1,212984,10397.2,12.9894,1469.52,0.00387814,6.49468,0.583353,3.11273,0.71806,7,1.62791,39.2732,18.4049,875.466,138.828
00123902605-01,123902605,1,2,5427,4.41443,6.21582,0.00120857,15.6059,17.2475,0.143009,5.071,0.0649899,0.999593,8453.01,177.36,5.46598,1472.95,0.00156048,2.73299,0.990039,25.9226,2.97917,3,2.14577,38.885,23.7034,939.161,183.858
00123902605-02,123902605,2,2,5427,4.41443,6.21541,0.000919567,13.2356,14.4211,0.121288,4.14108,0.0649871,0.999593,6114.09,107.578,6.25096,1469.71,0.00171977,3.12548,0.989271,2.2903,-1.19167,4,1.21636,40.0454,20.9313,939.182,183.874
00124018695-01,124018695,1,1,3258,4.9866,0.514175,0.000127647,4.06187,6.89566,0.139876,1.43806,0.00791924,0.266,8078.07,720.511,2.24796,1468.36,0.00313748,1.12398,0.990105,8.36073,0.25694,43,22.3599,8.03103,3.12647,833.186,113.891
00124033255-01,124033255,1,2,6102,4.28649,3.3675,0.000265704,21.8516,21.8531,0.15688,5.7306,0.046068,1.27589,23235.1,396.258,3.69331,1471.24,0.000851049,1.44871,0.82467,7.14659,1.69167,6,1.13894,68.1402,31.6851,1417,952.808
00124033255-02,124033255,2,2,6102,4.28649,3.36677,0.00124014,5.25032,5.78136,0.0376938,8.61876,0.0460613,1.27589,1641.34,219.194,3.1039,1469.57,0.0044175,0.113265,0.0153681,2.21145,-0.31806,7,4.99149,7.14691,3.41667,1417.11,953.085
00124106762-01,124106762,1,1,3472,4.438,2.0927,0.000420301,50.2455,1.30542,0.460251,4.91134,0.0320352,1,229799,8199.51,4.56876,1469.76,0.00227231,1.89267,0.483751,1.43916,1.49167,10,352.691,26.7289,12.6341,855.969,126.868
00124199788-01,124199788,1,1,3274,4.9794,2.35217,3.02577e-005,9.86704,2.53619,0.331071,13.0122,0.0220822,0.273,64895.9,513.068,1.35212,1469.69,0.000143125,0.676059,0.905272,2.5201,0.14444,9,1160,205.599,82.4177,507.961,15.7342
00127227316-01,127227316,1,1,3691,4.45686,11.5451,0.00121726,5.10406,0.51231,0.0660359,41.5285,0.0806113,0.708,5196.1,412.914,2.26388,1471.55,0.000878956,0.140317,0.0203573,9.64126,4.44028,2,10.1879,22.1031,19.4999,482.675,12.8274
00130297425-01,130297425,1,1,5206,4.438,12.3089,0.00268511,7.24178,0.850528,0.0466412,10.7756,0.132013,1.42224,2611.82,224.138,9.14754,1470.85,0.00190352,0.408801,0.00999983,6.6752,5.91805,2,0.38728,19.9929,14.722,754.005,76.3867
00013345143-01,13345143,1,3,5976,3.75325,0.336304,2.48933e-005,5.69036,3.23145,0.022605,3.35045,0,2.30586,525.394,105.431,0.58098,1468.35,0.000652095,0.0258766,0.711955,3.90982,0.0625,65,23.5511,7.25227,3.6345,0,0
00013345143-02,13345143,2,3,5976,3.75325,13.0868,0.0367684,19.5052,4.05993,0.0774843,4.73082,0.112206,2.30586,6510.75,2134.97,19.5867,1470.18,0.0257977,2.04389,0.570263,13.998,2.05556,2,0.01294,17.2967,12.3534,1195.39,482.577
00013345143-03,13345143,3,3,5976,3.75325,5.04242,0.00369785,46.022,7.40952,0.182823,3.76377,0.0594137,2.30586,38603.5,6415.22,12.3142,1471.18,0.00751645,1.94201,0.00999983,11.9096,3.3625,4,0.49976,18.6596,13.1974,1642.77,1721.17
00134174571-01,134174571,1,1,2924,5.15111,9.35323,0.00424786,3.9698,0.821007,0.249066,25.576,0.0416615,0.146,72569.1,6139.09,3.49087,1472.81,0.00304068,0.696411,0.00999983,2.9284,0.50139,2,29.2087,15.5937,16.673,241.534,0.804329
00134226668-01,134226668,1,2,8691,4.30307,0.312791,2.42322e-005,2.65997,0.772698,0.0141309,1.83815,0.0116973,1.72427,202.574,18.2618,1.02363,1468.29,0.000795473,0.0322291,0.733706,12.3763,0.15556,70,41.7264,9.21093,6.01813,4656.1,111073
00134226668-02,134226668,2,2,8691,4.30307,0.312835,2.11673e-005,2.80028,1.47542,0.0148763,2.00061,0.0116984,1.72427,246.641,14.1803,1.27142,1468.44,0.000669117,0.0205199,0.0119474,0,0.15572,70,80.4763,12.2162,3.93059,4655.88,111052
00134283998-01,134283998,1,3,6596,4.21055,0.618837,8.34208e-006,92.115,90.6317,0.553344,2.29503,0.0158202,1.52487,196431,1548.41,3.13601,1468.47,0.000162989,1.56801,0.818375,40.892,0.31111,35,429.224,202.777,45.1465,2857.48,15756.3
00134283998-02,134283998,2,3,6596,4.21055,0.206314,1.30418e-005,14.6653,14.5462,0.088096,1.25081,0,1.52487,5198.22,445.969,1.11138,1468.28,0.00063079,0.555689,0.95303,3.88993,0.075,106,8.76593,13.0216,3.60145,0,0
00134283998-03,134283998,3,3,6596,4.21055,0.618816,2.82635e-005,45.4488,46.587,0.273015,2.00976,0.0158198,1.52487,38286,3575.95,2.3377,1468.78,0.00296748,1.16885,0.957835,0,0.30934,35,60.0751,14.5709,7.08915,2857.51,15757
00134468398-01,134468398,1,3,7356,3.64513,0.289777,1.48028e-005,8.80393,3.02995,0.0250254,4.34777,0,3.2225,699.935,97.4908,0.524447,1468.49,0.000372633,0.0131592,0.1,7.67448,0.09599,75,53.2732,7.57209,2.70431,0,0
00134468398-02,134468398,2,3,7356,3.64513,0.289798,1.51955e-005,8.55127,3.81828,0.0243072,3.76249,0,3.2225,638.17,82.724,0.539468,1468.3,0.000408252,0.0170101,0.488948,11.2189,0.09479,76,56.3182,8.37757,2.9455,0,0
00134468398-03,134468398,3,3,7356,3.64513,0.289802,1.10294e-005,10.1315,3.03777,0.0287991,3.21883,0,3.2225,852.163,74.2547,0.536626,1468.4,0.000320201,0.0291965,0.699826,2.58,0.14375,75,82.9004,10.6695,3.71789,0,0
00138857475-01,138857475,1,1,6297,4.25369,7.59198,0.0165321,3.00393,3.15951,0.0200166,3.10087,0.0811747,1.37467,454.146,130.898,18.737,1471.51,0.0209892,0.412216,0.281631,104.155,-1.57361,3,417479,563.52,787.474,1143.44,403.998
00139646768-01,139646768,1,1,3512,4.87343,14.8283,0.00141175,4.57443,0.583168,0.104234,33.5131,0.0899173,0.402,12801,1228.11,3.73301,1471.07,0.000979181,0.352502,0.00999983,5.95164,-0.48056,2,4.90646,17.9043,15.1697,327.671,2.72441
00140209922-01,140209922,1,1,5792,4.42015,10.7809,0.00212482,4.74644,1.59043,0.0417532,53.5727,0.0968337,1.0413,1813.33,247.958,1.19526,1474.11,0.00153243,0.0892493,0.693487,7.42007,7.46389,2,18.3655,16.0484,16.7996,838.099,116.601
00140212114-01,140212114,1,2,3607,4.81473,0.280233,2.17127e-005,2.25619,0.962559,0.0464423,2.39771,0.00652607,0.445,2405.65,210.833,0.862051,1468.41,0.000775593,0.0527349,0.500669,8.86909,0.14125,78,32.0318,9.20088,3.02609,1314.29,705.164
00140212114-02,140212114,2,2,3607,4.81473,0.280256,3.5673e-005,4.50439,5.77296,0.0927201,1.24724,0.00652642,0.445,3520.72,257.636,1.40333,1468.55,0.00150007,0.701666,0.990105,0,0.13889,78,47.465,10.1171,3.24062,1314.26,705.088
00140212820-01,140212820,1,3,6223,4.0215,0.777702,2.34394e-005,40.4017,20.6265,0.208992,2.56106,0.0176052,1.77079,18917.6,236.88,1.7713,1468.8,0.000361375,0.885652,0.990105,17.6596,0.39032,28,260.988,70.2257,16.0113,2753.94,13593.7
00140212820-02,140212820,2,3,6223,4.0215,0.777687,7.01525e-005,14.4083,5.30783,0.0745322,2.1633,0.017605,1.77079,4605.63,348.178,1.66369,1468.41,0.00109643,0.831843,0.92901,6.94888,0.52361,28,57.1374,17.617,5.35513,2753.96,13594
00140212820-03,140212820,3,3,6223,4.0215,0.777906,0.00025907,6.18299,4.50778,0.0319837,2.49717,0.0176083,1.77079,1114.86,247.557,2.19607,1468.94,0.0536635,0.0985591,0.537803,1.01481,0.50834,28,41.6311,8.71626,3.78734,2753.7,13589
00140214098-01,140214098,1,1,3742,4.438,3.676,0.000410321,38.9712,49.5722,0.356978,10.8227,0.0466379,1,71608.8,2791.69,2.61343,1468.96,0.00124519,1.30671,0.91494,3.05052,-0.51528,6,306.863,40.2502,24.2012,764.586,80.7654
00140346195-01,140346195,1,1,7376,4.438,1.73,0.000603499,4.53224,1.68577,0.0125085,1.97744,0.062785,3.31898,165.373,14.4575,5.86069,1469.61,0.00389574,0.122511,0.611745,1.70859,0.91528,12,22.1792,8.90203,4.16517,2366.4,7410.89
00140659978-01,140659978,1,2,5391,4.42187,9.44028,-1,32.109,-1,0.298288,37.3485,0.0855777,0.986026,336685,0,2.5,1469.88,-1,0.579385,0.1,223.714,4.46667,0,18.0808,497.76,290.17,807.468,100.467
00140659978-02,140659978,2,2,5391,4.42187,9.44016,0.000370879,62.0499,67.8937,0.576435,17.2553,0.085577,0.986026,179747,742.861,5.44306,1474.34,0.000262617,2.72153,0.892636,6.57393,-0.60139,2,0.66361,244.149,173.251,807.471,100.468
00140659980-01,140659980,1,2,5642.4,3,9.44043,0.000175911,61.9873,12.2317,0.271611,14.6506,0.0474225,2.09051,32131,149.994,3.93888,1469.88,0.000226693,1.96944,0.990105,102.165,4.46805,3,45.1066,246.726,146.463,1653.06,1764.73
00140659980-02,140659980,2,2,5642.4,3,9.44034,0.000699536,46.8871,11.3027,0.205446,9.76901,0.0474222,2.09051,18305.1,177.088,5.10669,1474.34,0.000492905,2.55334,0.990105,4.16154,3.50417,2,0.30259,107.348,76.2708,1653.07,1764.76
00140757571-01,140757571,1,1,3605,4.81679,0.418355,7.46415e-005,2.68953,1.02309,0.0556121,2.15416,0.00851238,0.443,3631.17,502.213,1.63019,1468.42,0.0018939,0.0936814,0.103412,6.10745,0.20833,52,17.9353,7.17587,2.71675,1147.56,409.841
00140797524-01,140797524,1,2,4624,2.13426,9.16842,0.00169139,47.9232,10.7802,0.0361716,14.5288,0.0772957,12.136,1585.68,143.451,4.86519,1474.49,0.00119384,0.180016,0.238959,4.06618,6.2625,2,1.15064,24.059,19.3407,2556.64,10097.2
00140797524-02,140797524,2,2,4624,2.13426,14.2349,0.00245161,32.9293,25.4903,0.0248545,59.0803,0.10364,12.136,701.325,97.7686,1.62235,1471.86,0.00170701,0.0536927,0.52305,3.29506,-1.47222,2,0.06954,7.28864,5.40974,2207.92,5616.37
00014081980-01,14081980,1,2,3883,4.64232,2.91943,0.00020093,9.13114,1.63637,0.136497,3.79846,0.033754,0.612771,11017.5,164.854,3.83507,1470.98,0.000726839,1.91754,0.94626,21.4632,1.45972,7,199.229,72.2826,30.0146,730.038,67.1279
00014081980-02,14081980,2,2,3883,4.64232,2.91881,0.000463674,5.14904,1.70955,0.0769707,2.81588,0.0337493,0.612771,3337.07,135.59,4.02324,1469.52,0.00194211,2.01162,0.966757,1.87473,-0.43472,8,144.062,22.794,10.4236,730.09,67.1468
00140859822-01,140859822,1,1,3186,5.02428,10.0394,0.00335623,2.24186,0.505899,0.0877588,27.9909,0.0542664,0.234,7358.51,1450.52,1.9519,1469.23,0.00440049,0.434786,0.822373,3.60519,-0.70972,3,15.4977,11.7158,9.56827,291.931,1.71649
00014088298-01,14088298,1,1,5780,4.438,13.2413,0.0235766,3.69245,0.243722,0.033823,4.72864,0.109591,1,1018.35,103.438,11.5212,1476.53,0.0164438,1.6334,0.888925,1.59212,-1.0125,2,4.67392,8.22926,7.82924,770.428,83.2626
00014091633-01,14091633,1,1,6405,4.33513,5.52933,0.000112962,27.2012,4.67961,0.195059,11.4896,0.0666081,1.27738,18461.1,125.741,2.55595,1468.58,0.000210191,1.27797,0.974109,3.2708,0.64444,4,441.851,148.631,83.818,1237.68,554.564
00140940493-01,140940493,1,2,5516.25,4.50311,0.249042,1.96706e-005,2.02738,1.66049,0.0203069,3.75813,0.00767656,0.914511,477.237,54.9365,0.501047,1468.4,0.000764739,0.01118,0.3,8.0572,0.12083,87,47.0807,7.42813,2.59464,2656.73,11773.6
00140940493-02,140940493,2,2,5516.25,4.50311,0.248967,2.09773e-005,2.08579,2.22112,0.0208919,1.82663,0.007675,0.914511,501.507,41.6825,1.06637,1468.28,0.000845449,0.0279967,0.37109,0.59915,0.07813,88,107.999,8.00624,3.51703,2657,11778.4
00141126559-01,141126559,1,3,7427,4.13643,0.77662,-1,14.6538,-1,0.0727344,12.6889,0.0197474,1.84548,266656,0,0.5,1469.01,-1,0.0342874,0.1,364.154,-0.06146,0,60.2799,44.0421,10.5723,3168.14,23809
00141126559-02,141126559,2,3,7427,4.13643,0.776704,2.91862e-005,10.8018,9.01198,0.0536145,14.0504,0.0197489,1.84548,3198.71,268.4,0.442186,1468.56,0.00044524,0.0228822,0.125952,5.05432,0.06458,28,5.9553,8.93758,3.16296,3168.03,23805.5
00141126559-03,141126559,3,3,7427,4.13643,0.776824,5.96704e-005,19.547,23.1289,0.0970213,3.39261,0.0197509,1.84548,4239.77,415.116,0.86701,1468.62,0.000975236,0.433505,0.990105,3.29552,0.05833,28,3.5556,7.1471,3.35063,3167.87,23800.6
00141268467-01,141268467,1,2,6435,3.98035,2.09021,-1,24.5965,-1,0.11659,17.77,0.034952,1.93246,0,0,1,1468.62,-1,0.10547,0.1,44.6531,0.11944,0,2802.43,479.717,225.208,2111.35,4696.34
00141268467-02,141268467,2,2,6435,3.98035,2.0902,-1,9.47835,-1,0.0449283,11.0893,0.0349519,1.93246,2302.08,-1,1.5,1468.47,-1,0.0652871,0.1,82.8031,0.30972,11,67.7314,97.7436,40.959,2111.35,4696.38
00141333573-01,141333573,1,1,5308,4.43889,2.12362,6.76199e-005,37.5804,37.6056,0.360371,3.36881,0.0313985,0.955232,97006.6,580.528,5.50898,1470.14,0.000361873,2.75449,0.815671,2.5307,-0.36944,10,1640.78,296.735,111.806,1291.88,658.281
00141484981-01,141484981,1,2,8130,4.36343,0.337635,5.4681e-005,2.01703,2.56133,0.0120411,2.35011,0.0119277,1.53441,161.782,19.6856,1.1447,1468.28,0.00172325,0.0146581,0.0859346,7.62999,0.16389,65,46.2439,7.9363,2.83334,4068.87,64776.5
00141484981-02,141484981,2,2,8130,4.36343,0.337706,4.2685e-005,2.21804,2.04205,0.0132412,2.69133,0.0119294,1.53441,194.999,20.0103,0.981741,1468.44,0.00134174,0.0138946,0.178391,0,0.16828,65,79.3809,8.85143,3.24861,4068.59,64758.5
00141685465-01,141685465,1,2,5379,4.42434,7.80746,5.48332e-005,48.2609,48.2609,0.450392,14.373,0.0753141,0.981527,231566,204.799,5.91609,1470.85,7.10048e-005,1.97686,0.280384,148.562,3.88194,3,7661.07,1296.2,790.282,856.853,127.393
00141685465-02,141685465,2,2,5379,4.42434,7.80734,0.000456132,24.8746,24.8747,0.23214,10.7036,0.0753133,0.981527,56366.5,238.383,5.83082,1474.74,0.000328651,1.80281,0.656364,4.83681,1.18472,2,0.84592,247.731,175.756,856.858,127.396
00141708335-01,141708335,1,1,3384,4.92123,4.7603,0.00169099,3.8762,2.6863,0.10825,5.49128,0.038186,0.328,6969.96,495.728,3.80091,1471.47,0.00321206,1.90046,0.953894,3.1447,2.4,4,2.18531,18.6125,9.87637,437.63,8.66862
00141770299-01,141770299,1,1,6227,4.26512,12.9451,0.0268486,17.4767,67.4742,0.119583,2.98859,0.114831,1.33872,8000.71,1873.29,20.0721,1476.54,0.0190583,10.0361,0.963464,4.0898,4.61111,2,0.16469,7.40319,5.46822,938.179,183.09
00141806292-01,141806292,1,1,6062,4.16066,3.22668,0.000896226,13.438,12.4594,0.0840724,2.85489,0.0445587,1.46413,3050.66,146.021,4.08278,1470.76,0.00288781,2.04139,0.990105,2.00503,-0.3875,7,13.4173,18.7566,10.0609,1533.32,1306.31
00141807839-01,141807839,1,1,3474,4.438,15.421,0.00196299,9.23737,1.00165,0.0846147,62.6171,0.12131,1,8037.62,886.841,1.80475,1469.54,0.00131422,0.184938,0.5063,5.19603,-0.875,2,0.08124,16.2069,12.6838,440.122,8.86778
00141809359-01,141809359,1,2,4695,4.53314,12.157,0.000528253,30.439,8.47186,0.359102,19.9134,0.094079,0.776443,72105.8,596.542,4.70526,1473.99,0.000374183,2.35263,0.912314,50.3289,7.86667,2,3.37502,172.009,122.922,595.163,29.6527
00141809359-02,141809359,2,2,4695,4.53314,12.1574,0.00175594,18.034,9.70439,0.212755,13.9128,0.094081,0.776443,21358.2,476.671,4.90915,1469.7,0.00124333,2.45458,0.965958,3.35768,4.99722,2,1.20507,50.0533,36.3862,595.157,29.6514
00141865875-01,141865875,1,2,7365,4.438,0.223107,1.69998e-005,2.6325,1.39212,0.0129306,3.15483,0.0109126,1.86486,187.104,20.8473,0.556982,1468.4,0.000562436,0.00736747,0.0221896,6.04758,-0.05417,98,60.4996,7.99999,2.57722,4248.38,76986.8
00141865875-02,141865875,2,2,7365,4.438,0.223131,3.57705e-005,8.41433,11.6185,0.0413305,1.0648,0.0109134,1.86486,844.566,210.761,1.65179,1468.37,0.00454131,0.825895,0.98973,8.15162,0.09792,98,110.476,8.37044,3.5535,4248.23,76975.6
00141914082-01,141914082,1,2,4260,4.438,9.69539,0.00172039,4.73769,1.49096,0.044681,34.6458,0.0873159,0.971274,2467.12,243.336,2.21115,1475.42,0.00115127,0.0966292,0.148133,10.7572,-0.98194,2,24.1963,19.4219,19.6805,626.94,36.511
00141914082-02,141914082,2,2,4260,4.438,10.1356,0.00215665,4.43651,1.64651,0.0418405,32.426,0.0899396,0.971274,2176.65,260.295,2.48809,1474.43,0.00144605,0.0999669,0.0121836,5.26053,3.89028,2,29.7719,15.108,15.6826,617.728,34.4119
