#Select Statistics Per TCE From the Data Validation XML Files
#Mission = TESS
#Search = tess2018292093540
#Sectors = S0004-S0004
#Created Date = 2019-02-13
#
tceid,ticid,planetNumber,planetCandidateCount,starTeffKelvin,starLoggCgs,orbitalPeriodDays,orbitalPeriodDays_err,planetRadiusEarthRadii,planetRadiusEarthRadii_err,ratioPlanetRadiusToStarRadius,ratioSemiMajorAxisToStarRadius,semiMajorAxisAu,starRadiusSolarRadii,transitDepthPpm,transitDepthPpm_err,transitDurationHours,transitEpochBtjd,transitEpochBtjd_err,transitIngressTimeHours,minImpactParameter,ws_mes,ws_mesphase,expectedtransitcount,chiSquare2,mes,maxses,equilibriumTempKelvin,InsolationFlux
00167123437-02,167123437,2,2,4862,4.438,0.383579,4.77119e-005,24.5492,22.2233,0.224872,1.62635,0.0103369,1,29329.5,2058.49,1.88355,1410.98,0.00187585,0.941776,0.926471,2.06931,0.28194,68,43.1048,16.362,4.9789,2110.14,4685.59
00167245303-01,167245303,1,1,5665.9,4,13.3741,0.00897346,5.45062,1.44417,0.0255448,12.3502,0.123223,1.95452,726.28,84.5005,7.4969,1417.07,0.00458323,0.242166,0.482959,1.72322,9.89166,2,0.001,7.85769,5.66274,995.714,232.306
00167303776-01,167303776,1,4,3152,4.438,18.6819,-1,15.4261,-1,0.141304,27.0515,0.137859,1,243682,0,6,1413.59,-1,0.749848,0.1,4.07064,-1.61389,0,0.09769,20.8735,16.3008,374.593,4.65329
00167303776-02,167303776,2,4,3152,4.438,12.4783,0.00508221,54.6639,863.899,0.500723,19.7961,0.10534,1,118938,9259.84,5.5844,1417.43,0.00356714,2.7922,0.954973,6.23038,0.81944,2,0.03398,13.7426,10.1682,428.531,7.96983
00167303776-03,167303776,3,4,3152,4.438,10.7605,0.0045004,37.6738,168.53,0.345093,26.346,0.0954357,1,50562.5,5364.66,2.84343,1414.98,0.00324403,1.42172,0.990105,4.63181,0.425,3,3.67517,9.38337,7.15249,450.218,9.70982
00167303776-04,167303776,4,4,3152,4.438,13.3677,0.00852451,36.5308,101.826,0.334623,22.7654,0.110287,1,55307,7323.71,4.19312,1414.79,0.00742032,2.09656,0.95367,4.54937,-2.17083,2,8.22437,7.97629,6.97994,418.808,7.27078
00167305688-01,167305688,1,1,5492,4.45792,16.4202,0.0130045,5.00828,0.835535,0.047821,10.2728,0.124937,0.959328,1974.42,263.648,6.58232,1417.07,0.00910466,1.38401,0.899917,3.74613,-3.11528,2,0.34005,7.21562,5.54629,671.521,48.0573
00167308501-01,167308501,1,1,5954,4.12,21.2011,0.00470529,4.53093,3.24445,0.0242041,48.5572,0.168341,1.71473,671.389,89.4566,3.36773,1412.3,0.00338618,0.0819806,0.172505,2.37422,1.14028,2,2.3473,7.21299,5.7341,838.5,116.824
00167415800-01,167415800,1,1,6203.67,4.438,16.5099,0.00298107,5.17175,1.75642,0.0201819,33.9641,0.224234,2.34733,450.434,55.6556,3.34966,1417.03,0.00215549,0.0853137,0.476962,4.76958,-2.98889,2,0.47476,8.09731,7.07048,885.68,145.422
00167415960-01,167415960,1,1,5780,4.438,16.3395,0.00859481,2.17111,0.832493,0.0198875,15.868,0.126081,1,462.358,62.3045,8.00308,1417.09,0.00429983,0.157274,0.0811176,4.00789,-3.06806,2,1.97114,7.34895,5.60731,718.283,62.9076
00167415965-01,167415965,1,1,5346.17,4.50077,12.4459,0.00399219,2.05965,0.928989,0.0209612,23.3389,0.102868,0.900064,502.176,46.6065,3.81481,1417,0.00297692,0.0936111,0.407729,2.2697,0.93333,2,5.11732,10.4211,9.61806,697.801,56.0336
00167526485-01,167526485,1,1,6967.72,3.786,5.01121,0.00024754,34.6305,8.03976,0.0994198,5.13706,0.0753424,3.19068,10470.6,166.459,6.91141,1414.56,0.000687366,0.956059,0.608147,4.33283,2.50417,5,295.38,56.147,37.3028,2000.8,3787.38
00167549256-01,167549256,1,1,6151.24,4.26697,13.2777,0.00674409,4.10984,1.87562,0.0241298,20.8526,0.129521,1.56016,657.682,100.872,4.69176,1417.06,0.00477632,0.125233,0.345616,3.05171,-2.01944,2,5.15628,7.20334,6.79392,942.04,186.123
00167554898-01,167554898,1,1,6209,3.88502,4.45343,0.000169509,18.096,2.93805,0.0802102,6.96501,0.0562503,2.06657,6535.37,74.2202,3.88672,1413.03,0.000510117,0.5911,0.737244,2.16317,0.59167,6,138.362,86.0529,38.6977,1660.64,1797.32
00167656297-01,167656297,1,1,4476,4.438,1.13279,5.30282e-005,28.7507,8.86898,0.263358,3.92524,0.0212775,1,46514.7,1213.23,2.07207,1411.42,0.000714573,1.03603,0.879189,2.39161,0.32361,23,108.456,38.3994,13.4682,1354.01,794.34
00167692429-01,167692429,1,2,6473.9,4.41031,20.5188,0.000125003,71.2335,12.8565,0.584988,27.5472,0.154519,1.11541,201960,200.717,7.6132,1412.68,8.83854e-005,3.8066,0.851622,39.8316,-0.59583,2,193.415,1405.54,1005.07,767.51,82.0081
00167692429-02,167692429,2,2,6473.9,4.41031,10.2605,0.000244958,54.3438,9.4861,0.446286,9.61144,0.0973479,1.11541,112255,234.552,9.2622,1417.41,0.000170656,4.6311,0.905123,31.5193,-0.63194,2,153.369,448.469,325.174,966.968,206.618
00168674931-01,168674931,1,2,6753,4.0586,0.901507,-1,10.9756,-1,0.0540366,4.85694,0.0206582,1.86053,0,0,1.5,1411.45,-1,0.0786975,0.1,81.5858,0.45151,0,3094.71,175.624,49.4692,2827.88,15113.5
00168674931-02,168674931,2,2,6753,4.0586,0.450735,-1,3.83201,-1,0.0188663,3.54236,0.0130135,1.86053,402.861,-1,1,1411.11,-1,0.0192131,0.1,90.4501,0.32574,58,9.33593,15.3946,4.92367,3562.95,38085.6
00168696027-01,168696027,1,2,5306,4.17271,14.1708,0.00203111,7.12857,1.05402,0.0503307,19.5403,0.111267,1.29738,3024.04,303.185,5.81653,1416.07,0.0014897,0.279488,0.0447923,10.7212,-3.44722,2,10.199,16.5286,17.7199,799.484,96.5518
00168696027-02,168696027,2,2,5306,4.17271,14.9308,0.00196322,5.8823,3.82123,0.0415315,72.3365,0.115211,1.29738,2059.3,238.581,1.64231,1411.95,0.00144627,0.065498,0.00999983,2.59571,1.90972,2,15.316,15.3957,15.2948,785.681,90.0548
00168697816-01,168697816,1,2,6456.9,4.54,0.692151,4.07866e-005,18.0876,4.05546,0.173246,1.43263,0.016083,0.956347,13132.6,377.88,3.45506,1411.21,0.000928912,1.72753,0.990105,15.6306,0.35278,38,20.3178,17.3454,4.93833,2197.05,5506.6
00168697816-02,168697816,2,2,6456.9,4.54,0.692296,5.55734e-005,3.24697,0.952639,0.0311,3.1285,0.0160852,0.956347,1058.49,149.369,1.57356,1411.55,0.00102514,0.063781,0.492829,0,0.34593,37,18.2729,7.69709,3.50572,2196.9,5505.07
00168750720-01,168750720,1,1,3219,5.00746,13.2944,0.00350961,3.45642,0.937577,0.127665,65.6779,0.0671515,0.248,19141.7,2539.69,1.7438,1412.38,0.00243028,0.197449,0.00999983,2.31052,9.22639,2,16.2639,12.3718,13.2424,272.967,1.31209
00168851294-01,168851294,1,2,6428,4.23357,0.643077,-1,20.273,-1,0.128787,2.84137,0.0159154,1.44193,332838,0,2,1411.34,-1,0.239244,0.1,41.1803,0.32224,0,1216.56,233.927,53.7006,2699.8,12555.9
00168851294-02,168851294,2,2,6428,4.23357,0.643146,2.07147e-005,32.1721,35.0806,0.204377,2.38772,0.0159165,1.44193,18190.7,524.412,1.5776,1411.05,0.000498735,0.7888,0.990105,74.5263,-0.06146,41,11.7128,7.66809,2.78676,2699.7,12554.1
00170634116-01,170634116,1,1,6600,4.20892,3.66238,6.81483e-005,17.9128,0.0828915,0.107243,7.19748,0.0518122,1.53,12456,83.4492,3.78406,1412.89,0.00026599,0.501087,0.537971,2.74909,0.63472,7,4.30143,157.805,71.2953,1582.58,1482.46
00170676440-01,170676440,1,2,5914.2,0.15,0.317164,4.36887e-006,16.6946,6.3467,0.152923,2.39588,0,1,9650.08,323.227,0.664301,1411,0.000164073,0.332151,0.990105,26.3917,0.05521,82,124.677,32.1533,7.67145,0,0
00170676440-02,170676440,2,2,5914.2,0.15,0.634275,-1,5.83961,-1,0.0534911,10.1818,0.000537866,1,0,0,0.5,1411.05,-1,0.0257093,0.1,6.95678,0.31979,0,81.6529,34.4949,11.0287,11252.6,3.789e+006
00170698265-01,170698265,1,2,3470,4.438,14.5419,0.00153745,14.4564,2.36998,0.132421,121.483,0.116655,1,20853.1,3095.59,1.03553,1412.54,0.00109838,0.121105,0.00999983,3.40654,4.48472,2,2.60167,12.3393,10.482,448.301,9.54553
00170698265-02,170698265,2,2,3470,4.438,0.381683,5.33938e-005,15.5041,15.3213,0.142018,1.33723,0.0103029,1,8195.97,747.866,1.9993,1411.19,0.00207861,0.99965,0.990105,7.75512,0.24835,68,26.8201,7.17473,2.52367,1508.49,1223.75
00170749770-01,170749770,1,1,6881.3,4.59,5.30583,0.0001625,25.2001,5.4064,0.122037,7.02966,0.102376,1.89151,16798.5,132.734,6.49728,1412.46,0.000419105,0.710979,0.00999983,4.47181,2.65278,5,9.90999,132.166,68.2345,1305.17,685.796
00170766490-01,170766490,1,1,4724,4.438,12.3752,0.00200246,6.05752,1.09711,0.0554871,36.833,0.104759,1,3777.51,319.515,2.70826,1417.18,0.00145536,0.142544,0.0318756,8.38533,-1.67778,2,1.35737,14.9115,13.4004,644.031,40.6583
00175491080-01,175491080,1,2,5360,4.46226,14.8494,0.00381315,5.89551,0.821007,0.0576329,23.8652,0.115402,0.937019,2853.08,296.178,2.65597,1413.49,0.00292137,0.650347,0.898266,8.49777,-0.96806,2,10.6613,22.9202,19.9889,673.945,48.7549
00175491080-02,175491080,2,2,5360,4.46226,10.9171,0.006353,4.90255,0.705045,0.047926,9.71051,0.0940037,0.937019,2084.45,254.392,5.13586,1416.38,0.00491024,0.828876,0.862459,4.11485,6.56111,2,14.7014,11.7063,11.9991,746.721,73.4776
00176778112-01,176778112,1,1,5600,4.43748,1.33913,0.000167625,5.10495,5.87587,0.0469442,2.27345,0.0237174,0.996109,957.91,76.9774,1.70889,1411.54,0.0018465,0.854444,0.990105,3.07462,0.92664,19,22.608,15.5668,5.95059,1601.4,1554.24
00176831589-01,176831589,1,3,5854,4.40929,16.5531,0.00255012,12.6905,3.04165,0.109314,101.545,0.12961,1.06341,13918.5,1445.5,1.38102,1417.01,0.00153242,0.136195,0.0286551,5.20349,-3.00139,2,2.09812,12.4611,9.36631,739.904,70.8309
00176831589-02,176831589,2,3,5854,4.40929,1.26707,0.000453578,9.67929,16.0066,0.0833759,2.10604,0.0233661,1.06341,3520.49,521.886,2.45086,1411.54,0.0059434,1.22543,0.977409,2.19075,-0.31389,21,31.0777,8.42515,4.62141,1742.62,2179.36
00176831589-03,176831589,3,3,5854,4.40929,21.1676,0.00518547,12.1141,2.49939,0.104349,68.6531,0.152698,1.06341,9794.97,1541.61,1.59478,1412.28,0.00352577,0.559112,0.872504,3.13182,1.36111,2,0.03559,8.60686,6.77625,681.677,51.0311
00176831592-01,176831592,1,1,6497.8,4.17,1.26688,9.723e-005,15.1864,10.2514,0.0883156,2.45298,0.0252651,1.57512,3508.55,124.857,1.97675,1411.54,0.00129705,0.988376,0.988476,2.95973,0.5625,21,26.751,26.0128,8.66978,2263.89,6207.84
00176841424-01,176841424,1,1,8209,4.1768,16.5127,0.00351504,4.09544,2.60166,0.0195747,42.5152,0.160314,1.91648,429.174,49.9485,3.01645,1417,0.0030185,0.0582779,0.0788037,4.24636,-3.00694,2,4.08041,8.42356,6.83926,1252.42,581.456
00176842025-01,176842025,1,2,3256,4.438,15.3089,0.000995464,12.5402,0.561608,0.114869,51.2532,0.120721,1,15714.1,1051.32,2.54404,1414.23,0.000696855,0.262175,0.00999983,7.07312,0.61806,2,1.96523,23.204,19.2068,413.508,6.90969
00176842025-02,176842025,2,2,3256,4.438,9.94417,0.00122249,6.88764,3.88433,0.0630911,79.3713,0.0905457,1,4740.6,775.664,1.01749,1414.05,0.00212836,0.0603936,0.00999983,4.49473,2.96528,3,0.00174,11.3968,8.61367,477.466,12.2826
00176984236-01,176984236,1,1,6138,4.28022,1.75591,0.000416914,6.37295,6.88567,0.0451229,2.42948,0.0299771,1.29372,1367.91,214.265,2.35966,1412.6,0.00346557,1.17983,0.969698,2.65171,0.88109,14,4.53607,10.9032,3.99947,1779.28,2368.63
00176985564-01,176985564,1,1,4927,4.46385,16.4561,0.00780682,2.84821,1.72707,0.0298688,25.9283,0.118075,0.873479,1082.67,143.55,4.9693,1417.05,0.00664972,0.145716,0.103788,3.59737,-3.01528,2,0.07707,7.94092,5.83878,591.319,28.8941
00177033503-01,177033503,1,1,3401,4.438,16.2096,0.00393777,14.5084,2.93307,0.132897,87.3496,0.125412,1,20981.7,3407.72,1.60076,1412.53,0.00288722,0.18924,0.0923984,2.74592,5.86389,2,12.4263,12.3833,12.5788,423.77,7.6215
00177036769-01,177036769,1,1,6164,4.0607,4.81905,0.00144553,7.3241,1.299,0.0400809,7.34195,0.0589529,1.67384,1410.84,149.044,2.56279,1414.08,0.00449172,0.49637,0.908275,2.61675,1.74306,5,0.53149,9.62022,6.40954,1449.3,1042.69
00177075997-01,177075997,1,4,11803,4.438,17.8911,0.00264245,3.49286,0.691836,0.0319948,56.9234,0.133941,1,1115.21,115.825,2.47793,1416.99,0.00236885,0.076838,0.00999983,5.55591,-2.975,2,17.9559,12.2739,10.8367,1423.07,969.239
00177075997-02,177075997,2,4,11803,4.438,13.6346,0.00362333,3.23656,0.247263,0.029647,25.5303,0.111751,1,877.487,99.0607,2.76085,1414,0.0045715,0.192391,0.776393,5.38344,3.18889,2,4.19453,9.07185,6.99354,1557.97,1392.37
00177075997-03,177075997,3,4,11803,4.438,15.5514,0.00272401,3.05027,2.72312,0.0279406,91.5433,0.121993,1,846.351,115.218,1.3041,1415.06,0.00185654,0.0371469,0.216726,5.35024,2.13194,2,1.81432,7.78006,6.14928,1491.13,1168.39
00177075997-04,177075997,4,4,11803,4.438,7.82674,0.00161755,2.94858,0.408318,0.0270091,35.0313,0.0771867,1,698.277,87.5257,0.939244,1417.96,0.00192161,0.093055,0.867259,3.71227,3.20555,3,1.81202,10.269,7.02288,1874.62,2918.59
00177077475-01,177077475,1,1,5478.28,4.5609,4.24341,0.000957906,3.38953,0.599767,0.0377169,8.41917,0.0495373,0.823191,1435.23,124.312,2.77821,1412.73,0.00307506,0.221369,0.74942,2.84394,0.36806,6,3044.7,57.4049,59.6504,985.418,222.845
00177116487-01,177116487,1,1,4314,4.60884,14.9144,0.00525069,10.299,2.12061,0.0781261,21.3924,0.15338,1.20752,5031.59,757.264,3.18075,1416.83,0.0037474,1.03493,0.898012,3.71032,9.47083,2,16.2312,13.3047,14.1873,534.115,19.2336
00177170266-01,177170266,1,1,5702.48,4.07121,4.81738,0.000786809,11.9747,1.68867,0.0836364,6.79555,0.0504982,1.31149,5936.15,317.27,3.19299,1414.08,0.00253017,1.38592,0.913118,2.44135,1.23333,5,0.82526,24.9503,16.0058,1282.33,639.032
00177175199-01,177175199,1,1,5526,4.438,0.520278,4.27004e-005,8.01383,9.89566,0.0707783,1.28772,0.0129779,1.03714,2098.46,84.4565,2.0607,1410.97,0.00129858,1.03035,0.989961,0.5008,0.21806,50,38.1365,16.8703,4.39185,2179.82,5335.8
00177255827-01,177255827,1,1,4448,4.55868,18.4906,0.00299515,6.20787,0.741959,0.0782336,19.3159,0.121426,0.726853,7579.71,497.371,7.88891,1414.14,0.00207976,0.572923,0.00999983,6.22245,1.17222,2,14.3238,18.2384,17.3702,480.201,12.5665
00177309964-01,177309964,1,3,3289,4.438,0.453306,1.55039e-005,9.937,3.25451,0.0910233,7.74859,0.0115545,1,9615.75,698.452,0.46875,1411.26,0.000430071,0.0432352,0.314256,7.04081,0.3147,57,38.0614,12.7951,3.94805,1350.15,785.318
00177309964-02,177309964,2,3,3289,4.438,0.453424,2.34913e-005,14.052,0.661766,0.128717,2.18969,0.0115565,1,19642.2,1564.81,1.86409,1411.2,0.00172461,0.23149,0.139852,5.21827,0.11944,57,10.5088,11.7345,3.25414,1350.03,785.043
00177309964-03,177309964,3,3,3289,4.438,0.453396,3.61919e-005,9.96279,1.44252,0.0912596,4.66323,0.011556,1,7124.63,1052.27,0.47947,1411.07,0.00122192,0.170033,0.88988,7.97767,0.26458,57,26.1783,7.10221,2.39109,1350.06,785.109
00177352893-01,177352893,1,1,3246,4.438,16.5124,0.00838717,12.9872,5.25087,0.118963,76.3619,0.126968,1,16849.6,5607.44,1.84846,1414.82,0.00583346,0.196547,0.00999983,3.52363,-2.52361,2,117.606,19.5585,23.7764,401.969,6.17008
00178155030-01,178155030,1,3,3098,4.438,0.486586,2.08277e-005,11.8765,0.319841,0.108789,2.2277,0.0121133,1,10915.5,494.919,1.32637,1411.39,0.000615392,0.401698,0.843,10.5649,0.33805,54,22.1439,27.3629,8.28764,1242.06,562.458
00178155030-02,178155030,2,3,3098,4.438,11.1951,0.00195879,12.65,1.99223,0.115875,70.0146,0.0979885,1,15981.6,2320.15,1.36293,1415.59,0.00128046,0.141584,0.0190323,4.81455,0.99861,2,3.41818,13.9174,12.6693,436.703,8.59536
00178155030-03,178155030,3,3,3098,4.438,0.486634,3.74345e-005,14.9575,0.42659,0.137012,1.22677,0.0121141,1,19757.9,1100.07,4.10983,1411.2,0.00106727,1.02121,0.67161,4.60083,0.31576,53,20.2096,9.08765,4.35087,1242.02,562.386
00178155732-01,178155732,1,2,6308.31,4.438,5.97188,0.000770966,2.37294,1.08651,0.0166581,16.0867,0.0769604,1.30484,316.022,26.0241,2.81289,1415.63,0.00144742,0.0485964,0.226412,5.08828,0.75833,4,22.6029,10.4784,8.86447,1146.17,407.869
00178155732-02,178155732,2,2,6308.31,4.438,3.58616,0.000500831,1.98095,0.455593,0.0139064,7.75825,0.0547789,1.30484,202.983,20.5013,2.71876,1412.77,0.00203153,0.0662723,0.664464,4.15076,1.47361,7,3.17609,9.27452,5.47309,1358.55,805.061
00178171080-01,178171080,1,1,5780,4.438,3.25087,5.28725e-005,23.6456,3.28611,0.216595,6.27497,0.042969,1,20008.5,133.619,2.84162,1414.14,0.000207332,1.42081,0.989753,2.75935,0.22778,9,5.3335,170.672,82.9924,1230.39,541.614
00178242590-01,178242590,1,1,6047,4.10812,1.30196,2.46091e-005,19.5973,4.50437,0.115719,4.12,0.0242877,1.55128,15472.7,168.099,2.72744,1411.14,0.000289614,0.288034,0.00999983,5.6585,0.64444,20,243.629,89.2892,27.5961,2132.47,4887.15
00178284729-01,178284729,1,1,5895,4.438,2.23599,3.10882e-005,36.4622,0.248938,0.333996,12.8409,0.0334813,1,116431,1047.6,1.57922,1412.7,0.000190035,0.618369,0.614361,2.11784,0.40139,11,115.315,148.772,54.017,1421.59,965.207
00178284730-01,178284730,1,1,5260,4.51363,2.23598,3.03696e-005,14.1494,0.210841,0.148976,8.59886,0.0323363,0.87,19644.7,274.448,1.53363,1412.7,0.000190188,0.766816,0.855337,1.83565,-0.14583,11,173.339,151.721,57.7091,1203.91,496.467
00178286168-01,178286168,1,1,5003,4.49381,0.526228,4.41887e-005,6.22834,9.28012,0.0667644,1.50503,0.0119957,0.854525,1794.31,95.0897,1.43953,1411.06,0.00130271,0.719767,0.990021,6.72983,0.2625,50,60.6908,15.6536,4.85613,1863.26,2848.47
00178352046-01,178352046,1,2,5358,4.10438,5.77964,0.000106621,28.8839,5.36951,0.187064,12.3587,0.061507,1.41437,39678.8,251.301,3.94207,1412.11,0.000270805,0.752245,0.443189,7.73329,2.63194,5,60.5265,170.3,87.664,1133.74,390.46
00178352046-02,178352046,2,2,5358,4.10438,5.78337,0.00248844,9.54838,1.86077,0.0618392,5.02103,0.0615335,1.41437,3092.46,287.26,4.64798,1414.74,0.00517369,1.67272,0.926815,2.16382,0.88056,4,2.51268,10.5847,7.6043,1133.5,390.124
00179034327-01,179034327,1,1,5229,4.55429,14.0352,0.0110556,7.74387,5.72418,0.0858325,4.26649,0.109698,0.826425,2995.17,217.551,11.5398,1421.55,0.00782309,5.76988,0.990105,3.16998,10.0597,2,6.09318,7.37112,5.42733,633.304,38.0162
00179040607-01,179040607,1,1,5350,4.07458,16.8473,0.00251622,7.57624,2.30841,0.0474673,50.7967,0.125412,1.46203,2679.66,334.327,2.64353,1412.19,0.00195847,0.120825,0.0937197,2.87169,-0.27083,2,1.30832,11.5437,9.95689,806.034,99.7552
00179244391-01,179244391,1,2,4759,4.438,0.285447,-1,4.62049,-1,0.0423239,4.56592,0.00848867,1,423569,0,0.5,1411.03,-1,0.0208215,0.1,38.3406,0.14271,0,204.207,34.6055,5.93241,2279.23,6377.83
00179244391-02,179244391,2,2,4759,4.438,0.285493,-1,3.23471,-1,0.0296301,4.51053,0.00848957,1,395560,0,0.5,1411.17,-1,0.0147671,0.1,4.90196,-0.05417,0,98.8364,16.0302,2.90754,2279.11,6376.46
00179304342-01,179304342,1,1,5780,4.438,1.13652,0.000588042,69.9767,5.32137,0.64099,2.70314,0.0213242,1,447776,48114.4,5.59454,1411.59,0.00761398,2.47077,0.29687,6.35879,0.58167,23,20.6027,9.2968,3.43701,1746.56,2199.14
00179308923-01,179308923,1,1,9578,4.07554,0.941982,0.000379449,31.5126,28.1841,0.121704,1.21576,0.0253366,2.3718,6878.1,577.194,6.07247,1411,0.00609922,3.03624,0.990105,2.02413,0.5875,28,20.2494,8.22998,3.33741,4089.13,66076.4
00179637387-01,179637387,1,1,8768,4.10303,0.898556,0.000318918,14.0529,9.88578,0.128725,1.19321,0.0140992,1,7678.19,556.822,6.54088,1411.74,0.0051868,3.27044,0.988762,1.22084,0.39191,30,16.3163,7.72829,2.93822,3258.33,26637.9
00197787320-01,197787320,1,1,4045,4.438,16.9943,0.00266345,6.98005,1.0053,0.0639375,42.4701,0.129427,1,4992.39,586.807,3.25255,1412.24,0.00192298,0.195515,0.00999983,8.46515,2.925,2,14.9845,16.755,18.417,496.133,14.319
00197829751-01,197829751,1,1,3249,4.99099,14.1982,0.0028755,1.87316,0.670172,0.0654893,69.1785,0.0718635,0.262,5042.94,750.287,1.67005,1415.82,0.00199033,0.102735,0.0288176,3.35419,5.95,2,8.05978,10.9743,11.2467,273.74,1.32701
00197845877-01,197845877,1,1,5780,4.438,11.7157,0.0107788,3.57462,0.278807,0.0327437,4.59468,0.101003,1,793.907,114.603,7.28418,1421.98,0.00850807,3.15577,0.966024,3.62104,-0.38611,2,2.57877,9.08628,7.06364,802.514,98.0238
00197886566-01,197886566,1,2,5759,4.0842,0.436069,3.91449e-006,25.4553,5.49919,0.15276,1.64262,0.0113772,1.52639,10190.8,57.5408,1.57235,1411.06,0.000137439,0.786174,0.985918,3.0418,0.11111,60,1992.77,180.95,34.5971,2943.43,17739.3
00197886566-02,197886566,2,2,5759,4.0842,13.0041,0.00370631,6.95143,2.63179,0.0417163,40.3934,0.109409,1.52639,2033.36,336.607,2.55664,1413.87,0.00184151,0.102875,0.0691178,3.81366,3.95833,2,14.5016,12.4639,14.0189,949.174,191.825
00197887879-01,197887879,1,1,6807,4.438,7.55094,0.000238907,17.7397,3.66777,0.162496,8.02356,0.0753626,1,11648,79.6686,4.41766,1413.1,0.000491526,2.20883,0.990105,3.12505,-1.1125,4,3316.68,74.77,67.0513,1094.13,338.688
00197908268-01,197908268,1,1,6225,4.26545,0.913154,4.78513e-006,69.0887,69.0889,0.473092,1.88599,0.0195993,1.3377,214510,321.214,5.92233,1411.39,8.24331e-005,2.96116,0.616691,2.9115,0.67323,29,21233.7,466.942,119.558,2269.29,6267.33
00197931263-01,197931263,1,1,6438,4.23211,2.51862,7.75912e-005,54.8073,54.9881,0.346948,3.35741,0.0395926,1.44701,72315.2,439.341,6.04267,1411.58,0.000439371,3.02133,0.90359,2.22546,0.66667,11,329.585,188.089,70.5859,1717.4,2055.93
00197933923-01,197933923,1,2,6252,4.438,0.490123,1.40108e-005,32.8526,24.6234,0.112735,3.34151,0.0234224,2.66937,5384.75,423.644,0.598314,1410.95,0.00039299,0.299157,0.990105,8.56905,0.23333,53,14.0424,9.80653,3.50052,2945.1,17779.5
00197933923-02,197933923,2,2,6252,4.438,0.490061,-1,4.489,-1,0.0154042,3.82964,0.0234204,2.66937,515926,0,1,1411.18,-1,0.0156787,0.1,8.25064,0.20417,0,29.5068,18.3504,3.83603,2945.22,17782.5
00198008281-01,198008281,1,2,6771,3.948,0.263156,6.28043e-006,11.2645,1.50235,0.0487047,2.54118,0,2.11855,2131.75,215.875,0.459438,1410.96,0.000168296,0.098949,0.899953,24.613,0.13125,99,72.8516,11.5092,3.93061,0,0
00198008281-02,198008281,2,2,6771,3.948,0.263187,3.77624e-006,43.259,7.47617,0.18704,1.47905,0,2.11855,15361.4,346.965,1.28363,1411.09,0.000176472,0.641817,0.990105,2.26105,0.1725,98,101.668,24.6253,4.70677,0,0
00198011271-01,198011271,1,1,5860,4.11884,0.966946,-1,60.061,-1,0.369996,5.1097,0.0195239,1.48694,339943,0,2,1410.93,-1,0.54918,0.1,2.04083,-0.20861,0,329621,1642.52,618.377,2256.59,6128.22
00198037741-01,198037741,1,2,6725,3.8628,0.780029,1.91456e-005,138.548,56.1063,0.546648,2.22431,0.0187078,2.32162,186695,3113.95,4.07351,1411.46,0.000373962,2.03676,0.834451,22.616,0.38986,33,37.7992,45.8453,12.674,3305.74,28222.4
00198037741-02,198037741,2,2,6725,3.8628,0.782312,3.61719e-005,26.6585,3.97382,0.105182,1.6329,0.0187443,2.32162,11354.6,602.825,3.67127,1411.01,0.000732986,0.699299,0.708942,0,0.39099,34,31.1526,7.70033,2.97503,3302.52,28112.6
00198051336-01,198051336,1,2,6068,4.29248,0.641782,-1,15.0582,-1,0.109531,3.67015,0.0151937,1.25932,286409,0,1.5,1411.18,-1,0.152878,0.1,63.1971,0.32083,0,1125.71,245.646,56.1286,2437.66,8344.78
00198051336-02,198051336,2,2,6068,4.29248,2.56712,0.00125639,13.6925,13.865,0.0995963,1.94001,0.0382857,1.25932,11465.1,3700.54,11.8173,1412.67,0.0438788,1.17652,0.014329,6.31116,1.53472,10,5.15654,7.64945,3.39217,1535.63,1314.22
00198076334-01,198076334,1,1,5854.39,4.438,0.391308,1.68336e-006,71.5833,16.5265,0.234425,1.48959,0.0207956,2.79708,23490,48.2838,2.16448,1410.98,6.37002e-005,1.08224,0.990105,3.16861,0.28333,67,19410.1,659.209,116.036,2995.99,19040.7
00200297691-01,200297691,1,3,5003,2.8883,8.6375,-1,267.3,-1,0.5,39.5129,0.0723543,4.89695,292027,-1,2.5,1413.31,-1,0.840929,0.1,18343.8,5.46666,0,2.93652e+007,113092,131281,1816.16,2571.19
00200297691-02,200297691,2,3,5003,2.8883,8.30139,-1,267.3,-1,0.5,9.08153,0.0704649,4.89695,292169,-1,10.5,1411.03,-1,3.53854,0.1,1610.31,3.12222,4,498.154,10487.7,11889,1840.34,2710.92
00200297691-03,200297691,3,3,5003,2.8883,5.12778,-1,267.3,-1,0.5,23.4678,0.0511083,4.89695,292027,-1,2.5,1414.97,-1,0.841089,0.1,7672.27,-0.28056,5,976910,8224.05,7464.53,2160.92,5153.22
00200322593-01,200322593,1,1,3042,4.438,1.239,0.000102958,5.41119,1.65237,0.0495667,12.3473,0.0225876,1,2219.49,313.994,0.458634,1411.83,0.00117395,0.0767323,0.863526,2.95238,0.14167,21,20.9776,8.40371,5.73239,893.133,150.378
00200363295-01,200363295,1,2,5326,4.52291,0.753264,-1,7.3926,-1,0.0778819,4.16549,0.0157614,0.869477,0,0,1.5,1411.46,-1,0.111403,0.1,55.2991,0.37549,0,3319.31,198.799,53.6173,1745.52,2193.91
