#Select Statistics Per TCE From the Data Validation XML Files
#Mission = TESS
#Search = tess2018206190142
#Sectors = S0001-S0002
#Created Date = 2019-02-13
#
tceid,ticid,planetNumber,planetCandidateCount,starTeffKelvin,starLoggCgs,orbitalPeriodDays,orbitalPeriodDays_err,planetRadiusEarthRadii,planetRadiusEarthRadii_err,ratioPlanetRadiusToStarRadius,ratioSemiMajorAxisToStarRadius,semiMajorAxisAu,starRadiusSolarRadii,transitDepthPpm,transitDepthPpm_err,transitDurationHours,transitEpochBtjd,transitEpochBtjd_err,transitIngressTimeHours,minImpactParameter,ws_mes,ws_mesphase,expectedtransitcount,chiSquare2,mes,maxses,equilibriumTempKelvin,InsolationFlux
00140659980-02,140659980,2,2,5642.4,3,9.44008,9.92248e-005,59.9242,10.7048,0.262571,10.6817,0.0474213,2.09051,28432.3,792.28,5.23163,1332.74,0.000290241,2.61581,0.999968,7.04007,0.36944,6,1367.49,272.165,129.983,1653.08,1764.82
00140859822-01,140859822,1,1,3186,5.02428,24.6791,0.00315482,3.34665,0.640652,0.131006,68.2629,0.0988429,0.234,16105.9,1660.92,2.11898,1334.84,0.0023182,0.708764,0.831057,8.68961,11.3167,2,31.4321,14.8829,15.2967,216.308,0.517384
00140940493-01,140940493,1,2,5516.25,4.50311,0.248928,9.60069e-006,1.72753,1.68001,0.0173035,2.22492,0.00767421,0.914511,336.684,29.2475,0.811024,1325.39,0.000663257,0.0188268,0.476001,15.7998,0.12396,226,169.059,10.5782,3.15381,2657.14,11780.8
00140940493-02,140940493,2,2,5516.25,4.50311,0.248989,6.73711e-006,1.99228,1.86987,0.0199553,2.52772,0.00767546,0.914511,470.331,38.4132,0.789981,1325.51,0.000464243,0.0163524,0.0140182,0.69284,0.06143,226,174.582,16.1024,3.71714,2656.92,11777
00141028198-01,141028198,1,3,8192,4.09456,28.8196,0.00337118,9.1306,6.53413,0.0397611,70.7637,0.232145,2.10348,1767.22,170.278,3.19086,1342.26,0.00216819,0.125582,0.171396,7.74734,5.0125,2,1.15752,11.1936,9.03094,1088.11,331.288
00141028198-02,141028198,2,3,8192,4.09456,28.8124,0.00373391,8.03372,6.1116,0.0349845,85.4391,0.232106,2.10348,1365.01,169.508,2.60814,1347.27,0.00196951,0.0922998,0.215215,4.86867,4.99861,2,1.39479,8.33108,6.29529,1088.2,331.399
00141028198-03,141028198,3,3,8192,4.09456,15.4494,0.00262346,7.22878,5.14067,0.0314792,24.5851,0.153194,2.10348,1097.91,138.111,4.7283,1335.43,0.00358837,0.158955,0.307474,3.94805,1.40139,3,11.6319,8.87274,8.13497,1339.46,760.749
00141096071-01,141096071,1,2,4176,4.58996,1.57111,5.06111e-005,2.9946,3.80435,0.0404013,22.2164,0.0229707,0.678956,1895.46,169.182,0.512827,1325.55,0.00097213,0.0241665,0.426907,8.62919,0.85313,36,43.3595,11.4907,4.01591,1001.81,238.049
00141096071-02,141096071,2,2,4176,4.58996,1.57119,6.69411e-005,2.74252,3.97328,0.0370003,19.309,0.0229715,0.678956,1416.48,184.404,0.475675,1326.4,0.0012908,0.032321,0.700644,4.06309,-0.33125,36,31.6303,8.67168,4.26046,1001.79,238.032
00141124144-01,141124144,1,1,4549,4.438,31.6733,0.00804119,2.89467,1.94957,0.0265153,50.1478,0.196013,1,851.524,108.205,4.76664,1349.43,0.00569285,0.133267,0.279211,3.33788,12.7681,2,0.09569,7.26484,5.21022,453.384,9.98583
00141152931-01,141152931,1,1,7776,4.30126,0.835729,9.00821e-005,7.11688,19.4063,0.0410393,2.10867,0.021295,1.5885,656.57,116.349,1.01816,1326.13,0.00288295,0.509078,0.998385,10.2776,-0.16204,68,39.2094,7.51369,3.5866,2963.49,18227.8
00141212720-01,141212720,1,2,3133,4.438,1.46826,0.000467133,2.13612,3.0816,0.019567,2.34768,0.0252944,1,456.589,145.513,5.03822,1326.46,0.00932684,0.103352,0.0198191,5.84945,0.74039,38,15.5985,7.52762,3.18629,869.242,134.922
00141212720-02,141212720,2,2,3133,4.438,1.46775,0.000437426,11.3544,9.07894,0.104007,1.1536,0.0252885,1,3837.16,324.232,10.6574,1325.73,0.0100519,5.32869,0.999725,4.81966,1.07789,39,16.9684,8.89403,2.85295,869.343,134.985
00141268467-01,141268467,1,2,6435,3.98035,2.09031,-1,69.3108,-1,0.32854,7.09404,0.0349532,1.93246,484320,0,3,1326.46,-1,0.751522,0.1,3.90267,0.32778,0,638177,14381.1,3291.06,2111.31,4696.02
00141268467-02,141268467,2,2,6435,3.98035,2.09028,-1,13.7086,-1,0.0649798,3.44363,0.0349528,1.93246,4816.23,-1,5,1326.23,-1,0.316508,0.1,40.7736,0.63056,0,202.259,492.902,166.204,2111.32,4696.14
00141334293-01,141334293,1,2,3137,4.438,29.5653,-1,9.22564,-1,0.0845073,32.5269,0.187216,1,8494.61,-1,7.5,1350.8,-1,0.590064,0.1,9.1087,5.74444,2,16.5981,21.6444,20.4124,319.915,2.47548
00141334293-02,141334293,2,2,3137,4.438,30.1736,0.00567739,9.24778,1.00588,0.0847101,48.3072,0.189776,1,8552.25,981.454,5.1762,1326.43,0.00404966,0.404319,0.00929958,6.0539,21.7472,2,5.68212,11.5507,12.4615,317.751,2.40916
00141335886-01,141335886,1,6,3331,4.438,18.8299,0.00368216,1.52743,0.281201,0.0139913,17.7545,0.138587,1,201.553,37.8122,5.76445,1328.48,0.00656295,0.164451,0.723258,8.52478,5.12222,3,5.36105,15.6031,14.82,394.826,5.74308
00141335886-02,141335886,2,6,3331,4.438,30.1895,0.0061453,2.2475,0.360606,0.0205872,32.4329,0.189842,1,462.862,49.7609,5.88347,1349.29,0.00576168,0.182749,0.597855,8.61584,21.9097,2,2.25378,12.4398,11.4836,337.342,3.06057
00141335886-03,141335886,3,6,3331,4.438,19.4785,0.0023961,1.55747,2.18179,0.0142665,50.268,0.141751,1,238.013,36.4607,2.86246,1332.22,0.00403746,0.0443746,0.306354,8.9798,10.0028,3,5.50829,11.1877,10.4828,390.395,5.48955
00141335886-04,141335886,4,6,3331,4.438,14.5055,0.00282909,1.22084,0.905395,0.0111829,33.4252,0.11646,1,129.596,19.1996,2.38134,1330.16,0.00575609,0.0528255,0.711943,7.98519,2.51111,4,6.97372,9.497,7.87868,430.703,8.13264
00141335886-05,141335886,5,6,3331,4.438,19.5,0.00311687,1.51918,2.58539,0.0139157,54.4173,0.141855,1,228.123,30.2585,2.69399,1342.18,0.00336969,0.0392924,0.244347,5.49765,9.70555,3,0.55758,9.72399,7.44093,390.251,5.48148
00141335886-06,141335886,6,6,3331,4.438,11.9783,0.00299052,1.33261,0.265217,0.0122067,8.63312,0.102507,1,168.318,24.8378,9.42746,1328.4,0.00900582,0.149311,0.488692,4.05798,2.5,5,2.56482,8.60288,5.68919,459.082,10.4974
00141413932-01,141413932,1,1,5424,4.42483,14.322,0.0066947,2.31292,1.21248,0.0214595,11.4386,0.113342,0.987275,537.014,85.7645,9.34229,1337.46,0.0125237,0.216295,0.304007,1.95619,-2.05417,4,0.25911,8.30333,6.45893,706.374,58.8381
00141435705-01,141435705,1,2,7369,4.02082,0.234306,1.2123e-005,3.30842,1.56019,0.0144717,4.32026,0,2.09411,228.849,28.1648,0.393719,1325.5,0.00058903,0.0066758,0.384209,8.32974,0.07081,240,184.849,8.80879,3.59054,0,0
00141435705-02,141435705,2,2,7369,4.02082,0.23431,9.51937e-006,3.6728,2.45528,0.0160656,3.66661,0,2.09411,287.947,36.7284,0.500295,1325.3,0.00130105,0.00819318,0.1,7.35892,0.12604,240,134.441,8.73721,3.17191,0,0
00141484981-01,141484981,1,2,8130,4.36343,0.337461,1.33765e-005,2.1631,0.349751,0.0129132,2.77359,0.0119236,1.53441,186.197,16.3957,0.96378,1325.53,0.000750425,0.0128682,4.7781e-005,12.9413,0.16801,166,96.971,12.2619,2.82071,4069.57,64821.2
00141484981-02,141484981,2,2,8130,4.36343,0.337533,1.04273e-005,2.44329,1.7948,0.0145858,2.40743,0.0119253,1.53441,237.598,14.2938,1.12175,1325.35,0.000592677,0.0171746,0.0015382,0,0.16806,167,134.287,13.8276,3.4562,4069.28,64802.7
00141526439-01,141526439,1,1,3609,4.73014,52.9183,0.0165697,2.06733,0.611583,0.036941,27.9398,0.22121,0.512624,1609.14,189.436,15.0062,1327.17,0.0121431,0.534884,0.0113748,1.8421,-1.65972,2,0.09339,9.92329,8.55219,242.424,0.816251
00141527579-01,141527579,1,1,3570,4.83196,15.0887,0.00237463,1.85964,1.80085,0.040081,57.8886,0.0914471,0.425,1892.02,284.994,2.07089,1328.94,0.00447033,0.0798334,0.0165767,2.77907,-3.00833,4,2.35458,7.32439,4.68724,339.601,3.1434
00141606958-01,141606958,1,2,5204.23,4.77007,0.68779,4.03848e-005,1.70243,0.871337,0.0185252,1.97778,0.0175503,0.841791,390.785,44.0252,2.57027,1325.73,0.00156295,0.0647172,0.472147,10.0132,0.33915,82,71.0485,7.48128,6.42147,1590.41,1512
00141606958-02,141606958,2,2,5204.23,4.77007,0.687694,4.45294e-005,1.55406,1.47576,0.0169107,2.62605,0.0175487,0.841791,335.423,39.8072,1.98762,1325.37,0.00164805,0.0387391,0.328546,5.38115,0.18056,82,71.3331,7.64029,2.79627,1590.48,1512.28
00141607553-01,141607553,1,1,5993.82,4.3939,23.0009,0.00383591,4.55039,1.37988,0.0389419,61.0852,0.160191,1.07036,1740.42,215.733,2.92279,1348.12,0.00331109,0.114772,0.217016,4.64559,1.29583,2,0.06768,9.78358,7.24593,683.662,51.6282
00141608198-01,141608198,1,1,3275,4.438,9.01014,0.000985399,7.05106,1.13802,0.064588,30.4958,0.0847832,1,4415.46,388.959,1.87026,1329.82,0.00336206,0.1968,0.668773,3.22214,-1.25555,6,3.07266,12.3134,6.43091,496.305,14.3389
00141622065-01,141622065,1,1,6640.1,4.23521,1.46396,8.29094e-006,60.7015,10.9336,0.38972,2.1186,0.0273825,1.42674,161542,375.997,7.59691,1326.31,0.000172738,2.89889,0.513868,2.63665,0.5625,38,870.181,190.877,41.243,2114.96,4728.56
00141624979-01,141624979,1,1,4922.25,4.68056,30.3585,0.0123625,3.00358,1.11976,0.031029,36.0067,0.211856,0.886684,1016.62,163.274,5.01497,1349.41,0.00965995,0.271562,0.676109,2.55973,22.1305,2,6.10193,7.4705,6.80446,444.344,9.21294
00141708335-01,141708335,1,1,3384,4.92123,4.76074,0.000573611,1.96004,0.346694,0.0547379,6.91224,0.0381883,0.328,2579.54,181.133,2.88247,1328.66,0.00364936,0.712321,0.904493,3.01805,-1.02639,12,32.3031,14.4346,6.85645,437.617,8.66756
00141712167-01,141712167,1,1,5875,4.32736,0.433041,2.42148e-005,1.43353,2.19913,0.0112029,5.16026,0.0114448,1.17212,143.607,21.4618,0.623873,1325.72,0.00124647,0.00767377,0.299753,2.14311,0.17364,130,124.035,8.33531,3.40624,2623.5,11195.6
00141757920-01,141757920,1,2,7369.05,4.03772,0.327665,1.79771e-005,3.61049,1.67383,0.0208047,2.37095,0.00932287,1.58965,465.74,58.3499,0.970269,1325.55,0.000828826,0.0285284,0.527956,12.2401,0.16512,171,84.2323,7.24964,2.81009,4245.99,76813.6
00141757920-02,141757920,2,2,7369.05,4.03772,0.327708,9.23101e-006,4.66057,1.81071,0.0268556,2.5912,0.00932369,1.58965,809.405,48.0083,1.02003,1325.39,0.000465903,0.0281288,0.0126244,0,0.1625,172,134.495,12.7991,2.94032,4245.81,76800.1
00141769434-01,141769434,1,1,5463,4.407,23.5653,0.0045146,5.21226,5.3364,0.0471211,46.1663,0.158541,1.01323,2628.93,312.395,4.06611,1347.57,0.00364748,0.184662,0.0968195,4.16323,16.7042,2,2.4694,8.65076,6.89612,609.405,32.5945
00141770047-01,141770047,1,1,7675,4.39824,0.269432,2.0714e-005,3.13107,1.08949,0.0204179,2.41024,0.009937,1.40469,381.742,68.9649,0.446179,1325.37,0.000883933,0.04417,0.9,4.82285,0.05625,209,157.446,7.87141,2.97951,4026.55,62123
00141770299-01,141770299,1,2,6227,4.26512,26.4166,0.0065191,11.176,11.1823,0.0764703,16.8097,0.184745,1.33872,6645.87,382.4,12.5235,1328.18,0.00865134,0.955091,0.268873,5.67307,-2.40417,3,24.1231,19.8601,17.4778,739.655,70.7354
00141770299-02,141770299,2,2,6227,4.26512,0.200219,3.71866e-006,32.9942,33.2377,0.225759,1.20074,0,1.33872,22103.2,604.166,2.40263,1325.42,0.000135778,1.20131,0.989918,14.6649,0.05833,281,121.812,8.62963,3.63593,0,0
00141772259-01,141772259,1,1,6971,4.57,4.4152,0.000823074,2.99276,0.77891,0.0158359,3.26017,0.0840763,1.73112,283.103,24.3739,10.6656,1328.02,0.00558834,0.172532,0.0676456,3.24783,2.21111,13,7.71469,8.7763,3.18991,1395.77,896.966
00141809359-01,141809359,1,2,4695,4.53314,12.1575,0.000115817,30.579,6.15497,0.360753,19.7933,0.0940816,0.776443,71745.4,360.184,4.72759,1328.1,0.00028939,2.36379,0.916302,63.4949,7.87778,5,91.2028,257.697,118.937,595.155,29.6511
00141809359-02,141809359,2,2,4695,4.53314,12.1578,0.00057151,18.877,9.85405,0.222701,13.6061,0.0940832,0.776443,21252.6,320.197,4.99246,1335.96,0.00114093,2.49623,0.981531,2.58508,6.1,4,19.6771,64.7333,36.1161,595.15,29.6501
00141865875-01,141865875,1,3,7365,4.438,0.223138,9.57485e-006,2.34967,0.556516,0.0115414,3.05509,0.0109136,1.86486,143.514,15.8031,0.50309,1325.4,0.000420381,0.00789706,0.50515,11.7617,0.13357,252,202.105,10.2829,3.05034,4248.18,76972.2
00141865875-02,141865875,2,3,7365,4.438,0.22315,7.19013e-006,2.92443,0.557758,0.0143646,1.86381,0.010914,1.86486,188.185,18.0784,0.49473,1325.31,0.00032455,0.0358836,0.900494,11.9891,0.13437,252,252.862,9.99963,3.08105,4248.11,76966.8
00141865875-03,141865875,3,3,7365,4.438,0.223153,1.12991e-005,10.095,2.77292,0.0495857,1.05624,0.0109141,1.86486,1678.37,255.066,2.18775,1325.51,0.00229824,1.09387,0.97017,10.519,0.09187,253,394.933,9.57682,4.17669,4248.09,76965.7
00141975926-01,141975926,1,2,3340,4.438,26.2129,0.00260352,7.17032,1.62204,0.0656805,103.113,0.172782,1,5139.79,660.019,2.06782,1331.2,0.0017718,0.12769,0.0447828,8.43126,5.18055,2,2.82775,12.3977,10.0459,354.56,3.73489
00141975926-02,141975926,2,2,3340,4.438,43.2373,0.00223475,8.502,1.77818,0.0778787,210.295,0.241209,1,7226.62,818.479,1.69291,1336.39,0.00141722,0.122334,0.0122001,5.46668,-5.00694,2,8.82298,12.1249,9.48838,300.083,1.9164
00141977935-01,141977935,1,1,5532,4.37396,23.6472,0.00705961,7.8286,10.6448,0.0675028,16.4753,0.159895,1.06233,2004.8,276.786,4.45607,1347.48,0.00429507,2.22804,0.987439,6.37662,1.72083,2,0.5524,8.81954,6.87584,629.197,37.0397
00142052876-01,142052876,1,2,2892,5.05595,26.9145,0.00308954,1.33362,0.171436,0.0629694,65.2712,0.0946958,0.194,4616.29,618.698,3.26608,1334.1,0.00217676,0.204103,0.234571,4.44162,1.15694,2,5.67607,19.4086,18.5952,182.653,0.263041
00142052876-02,142052876,2,2,2892,5.05595,0.561248,3.57735e-005,0.471934,0.24567,0.0222832,1.95687,0.00717425,0.194,557.258,75.6524,2.12551,1325.74,0.00152704,0.064774,0.480453,4.66901,0.29036,100,51.0947,7.45318,3.79556,663.595,45.8282
00142108949-01,142108949,1,4,2871,4.438,14.4783,0.00169227,1.57218,0.258549,0.0144012,14.5538,0.116315,1,222.835,32.6456,5.99668,1332.8,0.00253372,0.142627,0.638916,7.39287,1.95278,4,8.92345,10.7535,8.29334,371.456,4.49938
00142108949-02,142108949,2,4,2871,4.438,35.7734,0.00551672,2.15968,0.199277,0.0197828,26.8033,0.212583,1,357.853,45.8009,5.57328,1335.46,0.00319518,0.397888,0.861117,6.41716,2.50972,2,8.75378,9.92355,10.0269,274.765,1.34699
00142108949-03,142108949,3,4,2871,4.438,14.4987,0.00296037,1.56643,1.4688,0.0143486,30.835,0.116424,1,236.615,36.2884,3.33064,1335.2,0.005169,0.0565911,0.41181,7.7441,2.5,4,1.22288,9.3911,8.1391,371.282,4.49095
00142108949-04,142108949,4,4,2871,4.438,23.9024,0.00358196,1.77635,3.40028,0.0162714,64.0733,0.162474,1,315.504,55.8419,2.89103,1342.24,0.00225469,0.0464657,0.061697,7.93458,6.9,2,6.14839,8.93145,8.32442,314.292,2.30598
00149102762-01,149102762,1,1,5780,4.438,0.738393,0.000118254,9.23947,6.52475,0.0846339,1.13401,0.0159961,1,3327.48,238.244,5.32691,1325.82,0.00492001,2.66345,0.983501,2.02124,0.1875,76,89.9005,9.84502,2.98519,2016.57,3908.16
00149216532-01,149216532,1,1,3057,4.438,0.310796,2.00538e-005,4.49701,3.22519,0.0411928,2.10765,0.00898405,1,1908.8,262.254,1.09776,1325.51,0.00133214,0.0609001,0.5,8.60319,0.15801,181,123.726,7.48501,2.67086,1423.15,969.452
00149248196-01,149248196,1,6,5128,4.438,38.2731,0.00101883,6.78619,0.799975,0.0743499,88.3106,0.197354,0.836071,6658.43,846.273,3.55688,1332.91,0.00089456,0.246197,0.0124421,10.9469,9.33611,2,2.65826,27.6104,23.888,465.735,11.1192
00149248196-02,149248196,2,6,5128,4.438,20.1459,0.000294873,7.97599,0.825631,0.0873853,105.684,0.128659,0.836071,9191.87,514.993,1.5834,1341.69,0.000224013,0.127275,0.0146204,11.2005,9.21944,2,75.4811,19.7521,19.5182,576.821,26.1628
00149248196-03,149248196,3,6,5128,4.438,24.7151,0.00137833,5.277,0.732841,0.0578152,57.8036,0.147443,0.836071,3247.81,629.31,2.28991,1334.71,0.00101893,0.311941,0.792222,10.2645,-6.00139,2,0.11017,18.0812,14.8286,538.826,19.9212
00149248196-04,149248196,4,6,5128,4.438,29.391,0.00359726,4.47615,0.900562,0.0490409,30.1339,0.165498,0.836071,2897.74,1013.21,7.8156,1342.16,0.00185585,0.36574,0.0265229,8.21938,18.2597,2,15.2016,14.3902,12.0012,508.586,15.8117
00149248196-05,149248196,5,6,5128,4.438,27.5192,0.000838034,5.2947,0.704459,0.0580091,83.0162,0.158395,0.836071,4054.02,578.252,2.67933,1328,0.000529887,0.146917,0.00687457,9.71732,8.72083,2,3.64444,12.4755,9.08099,519.866,17.2618
00149248196-06,149248196,6,6,5128,4.438,28.4014,-1,1.5416,-1,0.0168899,146.378,0.161762,0.836071,342.931,-1,1.5,1336.74,-1,0.0251619,0.1,9.63166,7.98055,2,0.00067,15.3811,12.8854,514.426,16.5506
00149273299-01,149273299,1,1,5781,4.21661,16.6578,0.00320201,3.76209,3.09152,0.026219,37.5721,0.129294,1.31435,803.739,138.305,3.47621,1332.75,0.00422092,0.0888354,0.0033012,4.04064,-1.53333,3,2.40412,9.73657,9.10395,813.32,103.411
00149308175-01,149308175,1,1,5751.3,4.08,0.280385,1.30925e-005,5.20072,4.00294,0.0366145,1.11533,0.00759503,1.30109,577.932,50.7661,1.3546,1325.48,0.00114471,0.677299,0.991772,7.05659,0.14421,200,77.1606,12.4081,2.77424,3321.6,28767.9
00149346418-01,149346418,1,1,5780,4.438,26.9236,-1,1.58785,-1,0.0145448,19.7857,0.175891,1,247.161,-1,10.5,1327.4,-1,0.152156,0.1,13.8617,-1.88611,3,12.4354,112.228,106.56,608.132,32.323
00149347480-01,149347480,1,1,6188.14,4.438,18.9409,0.00265159,3.0769,2.93455,0.022977,74.6178,0.159429,1.22664,595.916,87.1314,1.86441,1343.71,0.00192198,0.0475633,0.349562,5.34134,6.02916,2,3.56986,9.50385,9.1003,757.403,77.7729
00149347629-01,149347629,1,1,3098,4.438,27.0664,0.0032699,11.1347,1.50876,0.101995,97.4489,0.176513,1,12379.7,1637.72,2.33342,1329.69,0.00258339,0.216987,0.0713164,3.67584,4.46944,2,15.4754,18.55,20.028,325.376,2.64888
00149391142-01,149391142,1,1,5448.2,4.66,18.7118,0.00750364,2.20208,1.14915,0.0205147,16.0652,0.161811,0.983253,484.668,62.3184,9.04371,1343.11,0.0104358,0.183802,0.0992255,2.39382,4.29444,3,4.16714,7.31194,4.81082,592.615,29.1483
00149444341-01,149444341,1,1,3313,4.438,13.7374,0.0146541,6.46958,31.4042,0.0592616,4.13235,0.112312,1,1314.51,248.779,9.58155,1326.66,0.025905,4.79078,0.994135,2.0458,4.18055,5,0.2557,7.28249,5.22709,436.215,8.55702
00149473467-01,149473467,1,3,6331,3.96862,1.09492,1.26862e-005,31.1149,4.33195,0.148361,3.39585,0.0224205,1.92108,18345.5,539.359,1.88188,1325.96,0.000359776,0.940939,0.885335,404.547,-0.18611,51,16.3247,49.1333,11.1384,2585.91,10567.6
00149473467-02,149473467,2,3,6331,3.96862,1.09494,-1,13.4415,-1,0.0640912,17.7337,0.0224208,1.92108,0,0,0.5,1325.83,-1,0.0304323,0.1,86.7479,-0.05625,0,515.367,66.7681,24.1727,2585.9,10567.3
00149473467-03,149473467,3,3,6331,3.96862,0.550029,1.47471e-005,32.1218,4.54936,0.153162,1.12726,0.0141682,1.92108,20259.4,1217.38,6.60035,1325.64,0.000342698,3.30017,0.873134,23.7638,0.17802,102,21.654,24.0544,7.73349,3252.96,26462.9
00149603524-01,149603524,1,1,6280,4.32092,4.41193,2.03764e-005,15.4184,0.0431487,0.110339,9.92729,0.0567572,1.28,14018.5,39.4274,3.7776,1326.08,0.000156015,0.376548,0.00664831,6.31367,-0.59306,13,94.4613,367.076,121.11,1315.97,708.77
00149630117-01,149630117,1,1,7487,4.19464,0.208113,1.17853e-005,4.2396,1.25822,0.022346,2.97192,0,1.73789,536.004,81.7543,0.487733,1325.33,0.000264585,0.0147967,0.513589,3.44896,0.11354,271,241.3,7.69354,3.71882,0,0
00149630160-01,149630160,1,2,5780,4.438,21.6883,0.00155741,1.72475,2.19107,0.0157988,67.1582,0.152279,1,291.151,45.3025,2.48393,1327.68,0.00213356,0.0393423,0.135063,7.04133,-0.99306,3,27.1891,13.5379,14.1209,653.582,43.1243
00149630160-02,149630160,2,2,5780,4.438,11.8555,0.00221541,1.76221,0.606354,0.0161419,19.1342,0.101805,1,289.66,39.9786,4.1851,1335.42,0.00367728,0.0884624,0.501877,4.86171,1.4625,4,3.71226,8.51098,7.79074,799.347,96.4858
00149988523-01,149988523,1,6,3183,4.438,17.3153,0.00317361,1.85838,1.09567,0.0170229,45.5234,0.131052,1,283.715,49.6773,1.84633,1332.05,0.00258528,0.0814741,0.794192,16.6013,-0.40972,3,115.344,36.1257,38.6489,387.978,5.35489
00149988523-02,149988523,2,6,3183,4.438,22.2267,0.00402003,1.4695,5.71335,0.0134607,81.6589,0.154788,1,216.06,47.7833,2.10741,1326.71,0.00247619,0.0279919,0.00140654,7.14747,-0.39444,3,1.98346,21.9227,20.5747,356.993,3.83848
00149988523-03,149988523,3,6,3183,4.438,25.1203,0.00369409,2.24586,3.46751,0.0205722,87.4261,0.167947,1,494.02,76.2745,2.12844,1348.54,0.00296258,0.047641,0.318425,7.45281,13.1375,2,0.93649,15.1298,14.8305,342.722,3.26055
00149988523-04,149988523,4,6,3183,4.438,14.4474,0.00178703,2.21119,0.171329,0.0202546,10.4154,0.116149,1,381.551,42.3944,6.05026,1332.86,0.00281186,0.406389,0.847004,8.27029,9.45555,4,6.55669,14.8822,11.7275,412.117,6.81717
00149988523-05,149988523,5,6,3183,4.438,21.9507,0.00371052,2.25713,1.13052,0.0206754,52.9795,0.153504,1,482.371,56.6347,2.83056,1342.24,0.00191414,0.0751959,0.492138,5.04944,-3.775,2,5.39222,11.5681,9.00252,358.483,3.90295
00149988523-06,149988523,6,6,3183,4.438,23.7958,0.00417826,1.98637,1.76524,0.0181952,75.0492,0.16199,1,359.291,54.4648,1.96791,1335.37,0.00297824,0.0558401,0.61379,3.97383,7.26944,2,12.2194,9.73954,8.22582,348.967,3.50475
00149989242-01,149989242,1,2,7359,4.47143,0.321504,1.42946e-005,2.21293,0.760241,0.0162806,2.32991,0.0109115,1.24507,286.369,44.0006,0.980356,1325.54,0.000530665,0.0219546,0.500804,16.0806,0.12843,175,118.177,8.40839,2.71807,3468.69,34212.2
