#Select Statistics Per TCE From the Data Validation XML Files
#Mission = TESS
#Search = tess2018267104341 
#Sectors = S0003-S0003
#Created Date = 2019-02-11
#
tceid,ticid,planetNumber,planetCandidateCount,starTeffKelvin,starLoggCgs,orbitalPeriodDays,orbitalPeriodDays_err,planetRadiusEarthRadii,planetRadiusEarthRadii_err,ratioPlanetRadiusToStarRadius,ratioSemiMajorAxisToStarRadius,semiMajorAxisAu,starRadiusSolarRadii,transitDepthPpm,transitDepthPpm_err,transitDurationHours,transitEpochBtjd,transitEpochBtjd_err,transitIngressTimeHours,minImpactParameter,ws_mes,ws_mesphase,expectedtransitcount,chiSquare2,mes,maxses,equilibriumTempKelvin,InsolationFlux
00123405765-01,123405765,1,2,5652,4.03265,1.14991,8.02561e-006,42.3899,5.6409,0.243001,4.02145,0.0215203,1.59791,53510,206.857,2.14847,1386.01,7.77596e-005,1.07424,0.796259,31.1041,0.575,18,3307.21,281.924,81.511,2149.05,5040.86
00123405765-02,123405765,2,2,5652,4.03265,0.574972,3.34883e-005,16.2761,2.53989,0.0933029,1.51922,0.0135572,1.59791,5788.78,196.12,2.09915,1386.01,0.000700368,1.04957,0.946999,5.90253,0.16667,36,10.363,22.3198,6.86185,2707.6,12701.6
00012862099-01,12862099,1,1,5410,4.47919,2.42382,0.000136506,12.2563,0.248194,0.120718,8.15469,0.0347436,0.93,16167.2,301.423,2.2484,1386.58,0.000681041,0.327898,0.533398,2.64063,1.11111,9,89.0268,36.0956,15.2844,1235.08,549.914
00012862119-01,12862119,1,1,3263,4.98528,11.2,0.00550537,16.0929,261.909,0.550043,23.7501,0.0620131,0.268,167335,16209,4.58073,1390.97,0.00389376,2.29036,0.88865,3.71817,0.4875,2,0.03246,16.257,12.1378,299.319,1.89696
00129740457-01,129740457,1,1,3186,5.02428,10.5099,0.00304774,2.62758,0.581338,0.102858,43.1362,0.055949,0.234,12431.9,1417.17,2.05241,1393.76,0.00222281,0.191568,0.0261763,5.00589,1.09028,2,0.24358,20.8863,14.9603,287.508,1.6148
00129764561-01,129764561,1,1,6886,3.57136,2.43472,-1,41.5853,-1,0.114764,5.93607,0.0405441,3.31917,0,0,3.5,1386.75,-1,0.366701,0.1,9.86636,1.2125,0,53.7718,365.89,141.998,2749.22,13500.8
00129781743-01,129781743,1,1,6592,4.18215,0.40255,2.46403e-005,17.4927,3.61044,0.101767,1.23359,0.0118718,1.57451,4559.03,155.498,2.20374,1386.02,0.00071419,1.10187,0.990105,16.1149,0.20556,51,37.8383,10.1695,3.69021,3349.84,29758.9
00129810365-01,129810365,1,2,5131,4.24758,7.44289,0.00354506,25.2693,4.0861,0.199812,17.4229,0.071136,1.15843,37685.8,6456.1,2.93973,1392.59,0.00269443,1.30835,0.794056,5.06781,3.12778,2,0.68726,9.25986,7.671,913.659,164.686
00129810365-02,129810365,2,2,5131,4.24758,12.9704,0.00573289,6.62881,1.62691,0.0524159,16.1705,0.103014,1.15843,3308.79,1370.11,6.45309,1387.94,0.00421346,0.321818,0.00999983,3.84893,2.22361,2,1.20426,8.78929,7.33759,759.241,78.5309
00136843091-01,136843091,1,1,3302,4.96661,0.416978,8.67612e-005,0.957997,0.352754,0.0306828,1.57137,0.00711778,0.286,1030.82,116.408,1.99064,1386.22,0.00212987,0.0985851,0.574657,6.52445,0.1915,49,28.4804,7.60936,2.50548,923.591,171.965
00136865557-01,136865557,1,1,5889,4.20772,11.9764,0.00716121,13.3747,10.9316,0.0908854,7.39443,0.10481,1.34799,3516.65,335.281,5.7216,1392.68,0.00511816,2.8608,0.990105,4.20175,-1.97222,2,0.78531,8.41415,6.91939,931.913,178.247
00140493525-01,140493525,1,2,5224,4.28825,0.309003,-1,4.09582,-1,0.0334465,2.50428,0.00861269,1.12173,357193,0,1,1386.21,-1,0.0345636,0.1,30.4385,0.15484,0,35.5254,26.7382,4.32282,2630.69,11318.8
00140493525-02,140493525,2,2,5224,4.28825,0.926809,0.000191262,110.525,144.173,0.902547,2.54034,0.0179126,1.12173,432226,86940.6,5.62872,1386.85,0.00225964,2.81436,0.821748,30.2941,0.62222,23,1.05627,8.94785,3.84831,1824.15,2616.75
00140659980-01,140659980,1,3,5642.4,3,9.44016,0.000268829,74.4337,15.4001,0.326148,16.0206,0.0474216,2.09051,46423.7,207.449,3.9811,1394.36,0.000188883,1.99055,0.990105,124.013,4.46667,2,8.85173,253.529,180.96,1653.08,1764.8
00140659980-02,140659980,2,3,5642.4,3,9.43994,0.000560885,57.0347,11.6362,0.249911,10.729,0.0474209,2.09051,27253.6,207.159,5.15859,1389.38,0.000394502,2.5793,0.989583,14.1373,6.75694,2,0.6045,130.552,93.0176,1653.09,1764.86
00140659980-03,140659980,3,3,5642.4,3,9.92659,0.00420966,8.72984,1.22192,0.0382518,12.5833,0.049037,2.09051,1325.3,159.214,3.25404,1392.75,0.00303794,0.509111,0.88772,4.99626,1.94583,2,8.12373,9.47092,9.41162,1625.62,1650.45
00140941153-01,140941153,1,1,5987.76,3.63452,9.98409,0.0116513,10.2474,2.03997,0.0316469,5.70638,0.101155,2.96607,785.8,115.594,5.12682,1392.67,0.00843768,1.7016,0.959975,3.17295,2.00833,2,0.00987,7.49562,5.70475,1430.71,990.22
00140968260-01,140968260,1,1,6028,4.47694,9.80307,0.00449994,4.6699,5.50952,0.0423035,52.7259,0.0930955,1.01118,2073.01,360.634,1.48048,1394.85,0.00326398,0.0601002,0.00999983,4.24265,-0.22917,2,5.85626,7.46851,6.65514,876.627,139.566
00141127435-01,141127435,1,1,8185,3.75026,11.9651,0.00394758,9.08536,1.41487,0.026634,14.7636,0.129138,3.12466,659.889,81.6213,3.29735,1392.7,0.00359159,0.347589,0.878333,4.20654,-2.00417,2,2.89365,8.16344,6.36469,1776.58,2354.29
00141484981-01,141484981,1,3,8130,4.36343,0.506168,6.9562e-005,2.58713,3.47378,0.0154445,3.78097,0.0156239,1.53441,265.987,30.6153,1.04563,1386.44,0.00145321,0.0164768,0.109033,7.51039,0.1672,41,27.724,7.67099,3.70668,3555.15,37753.3
00141484981-02,141484981,2,3,8130,4.36343,0.33766,4.45065e-005,2.62169,3.30909,0.0156508,2.46726,0.0119283,1.53441,271.517,28.4102,1.06643,1386.27,0.00128656,0.0184473,0.241885,8.39829,0.1694,61,29.8696,8.452,3.98679,4068.77,64770.1
00141484981-03,141484981,3,3,8130,4.36343,0.337788,6.12348e-005,2.68262,0.662582,0.0160145,1.43446,0.0119313,1.53441,235.087,27.1757,1.12445,1386.09,0.00177447,0.0924368,0.9,0,0.16806,60,62.9691,8.82794,3.33024,4068.26,64737.6
00141542826-01,141542826,1,2,5259.57,4.69202,9.95414,0.00596894,5.3348,1.19335,0.0712093,18.2952,0.0856676,0.686244,5741.82,605.681,3.99561,1392.83,0.00553919,0.337012,0.474212,7.68794,2.00139,2,4.69165,11.8482,11.1699,656.86,43.996
00141542826-02,141542826,2,2,5259.57,4.69202,14.4699,0.00502554,5.0874,1.10717,0.0679071,22.3896,0.109932,0.686244,5500.48,588.573,5.27082,1390.34,0.00327981,0.335871,0.0396849,5.07183,10.4736,2,8.83586,11.0695,10.7929,579.855,26.7177
00141606986-01,141606986,1,2,5868.9,4.20529,0.34384,-1,5.56075,-1,0.0372835,2.78042,0.00989689,1.3662,528659,0,1,1385.98,-1,0.0379411,0.1,22.208,0.17361,0,116.191,40.0965,8.586,3042.68,20255.7
00141606986-02,141606986,2,2,5868.9,4.20529,0.343826,-1,5.16421,-1,0.0346248,5.44345,0.00989663,1.3662,462291,0,0.5,1386.16,-1,0.0170827,0.1,3.2443,0.05833,0,60.7798,23.0727,5.2362,3042.72,20256.7
00141608198-01,141608198,1,2,3275,4.438,9.57217,0.0111306,7.1511,0.69879,0.0655044,6.26985,0.0882732,1,5004.72,496.628,11.9135,1394.94,0.00802742,0.81774,0.322242,3.51744,-2.03333,2,1.1109,8.35891,6.16867,486.395,13.2275
00141608198-02,141608198,2,2,3275,4.438,9.76974,0.00512316,6.68126,4.56883,0.0612006,43.6861,0.0894837,1,4463.75,667.739,1.81272,1392.9,0.00315193,0.104615,0.0239747,4.42837,-0.26806,2,3.79242,7.5471,6.29622,483.094,12.872
00141610473-01,141610473,1,1,7183,3.67787,11.9484,0.00792502,25.5338,20.2125,0.07688,6.34332,0.119891,3.04228,2702.51,316.85,6.17462,1392.7,0.00557552,3.08731,0.990105,4.32806,-1.97361,2,0.00062,7.45346,6.20112,1596.63,1535.82
00141622065-01,141622065,1,1,6640.1,4.23521,1.46407,3.25112e-005,60.8045,10.9525,0.39038,2.11886,0.027384,1.42674,162026,594.602,7.59935,1386.33,0.000250655,2.90839,0.515016,1.64627,1.04028,14,133.026,137.884,44.4395,2114.9,4728.06
00141809359-01,141809359,1,1,4695,4.53314,12.1576,0.000510059,30.511,8.44249,0.359952,19.8172,0.0940823,0.776443,72202.5,551.862,4.73004,1388.88,0.000360825,2.36502,0.9132,5.37658,-0.56806,2,2.43596,181.1,128.949,595.152,29.6506
00141865875-01,141865875,1,3,7365,4.438,0.223153,1.6415e-005,2.78007,1.15074,0.0136555,3.06068,0.0109141,1.86486,206.835,22.4604,0.557841,1386.15,0.000535595,0.00832987,0.258082,5.64739,0.08771,91,56.9324,8.07668,3.11411,4248.09,76965.5
00141865875-02,141865875,2,3,7365,4.438,0.223129,2.15882e-005,3.28678,1.54499,0.0161444,2.90807,0.0109133,1.86486,255.701,48.9244,0.382023,1386.1,0.00224742,0.016968,0.804232,8.96439,0.09817,91,79.5869,8.37732,3.42656,4248.24,76976.7
00141865875-03,141865875,3,3,7365,4.438,0.223122,1.62014e-005,3.08889,1.63048,0.0151724,4.05564,0.0109131,1.86486,254.496,29.0094,0.415318,1385.97,0.000917097,0.00685181,0.278877,4.57027,0.08333,91,108.976,7.98877,3.48726,4248.29,76979.8
00142086813-01,142086813,1,1,3370,4.92769,10.4713,0.00766817,2.41246,0.233781,0.066762,9.15479,0.0653038,0.331,3628.28,487.877,4.64486,1390.24,0.00536721,1.83524,0.926621,2.75378,-0.69861,2,3.37661,10.2637,8.38511,334.785,2.96884
00142148228-01,142148228,1,1,6583,3.8023,0.780572,1.56015e-005,27.0512,6.01693,0.10178,2.10996,0.0184422,2.43457,4560.22,47.3855,1.56477,1386.21,0.000231692,0.782385,0.990105,2.36097,-0.17222,26,202.855,90.8933,22.8451,3337.5,29322.7
00142177867-01,142177867,1,1,5181,4.16291,0.717653,5.95918e-006,34.5655,5.13162,0.245977,2.28413,0.0150371,1.2872,27176.1,89.65,2.10554,1386.28,9.42038e-005,1.05277,0.976707,2.24183,0.48829,28,17116.3,446.146,128.055,2115.17,4730.47
00142198723-01,142198723,1,1,5720,4.50046,11.9481,0.00551706,3.69697,2.78985,0.0360066,34.4883,0.103058,0.940505,1507.91,205.685,2.68071,1392.71,0.00505372,0.0976976,0.218424,4.25126,-2.01111,2,0.56492,7.65024,5.77698,762.478,79.8787
00142206123-01,142206123,1,3,3757,4.60324,14.2374,0.00180844,3.44013,0.353021,0.0452755,23.2072,0.102549,0.696,2399.17,373.964,4.75382,1390.74,0.00120456,0.219614,0.254062,6.44089,-0.76389,2,6.02203,17.6172,13.26,431.89,8.22267
00142206123-02,142206123,2,3,3757,4.60324,9.64314,0.005146,3.07705,0.883908,0.040497,22.5776,0.0790898,0.696,1638.68,740.437,2.29173,1393.05,0.00371945,0.207181,0.768145,7.12803,1.33889,2,19.2666,14.3024,10.9284,491.788,13.8239
00142206123-03,142206123,3,3,3757,4.60324,10.6315,0.00751105,2.92798,0.577703,0.0385351,6.70758,0.0844055,0.696,1531.65,577.368,9.15453,1393.43,0.00533559,0.679317,0.718261,8.10148,7.00972,2,3.33163,15.2497,13.2315,476.05,12.1375
00142206468-01,142206468,1,2,3196,4.438,9.95652,0.00324903,1.67274,0.594762,0.0153224,12.5606,0.0906207,1,275.648,27.0486,5.92519,1392.87,0.00268127,0.0968303,0.275489,5.58368,1.99444,2,2.47468,12.0703,8.69903,468.474,11.3831
00142206468-02,142206468,2,2,3196,4.438,14.4718,0.00293625,1.53862,0.790146,0.0140939,25.6274,0.11628,1,225.997,24.4595,3.90244,1390.31,0.00208534,0.0684907,0.459009,3.37976,10.4736,2,0.00041,9.98206,7.66786,413.568,6.91364
00142240683-01,142240683,1,1,6860,3.08653,0.311467,3.50793e-006,112.221,28.1478,0.218431,2.30619,0,4.70603,20919,452.85,0.827842,1386.07,0.000108054,0.413921,0.990105,13.6191,0.06667,65,101.624,61.102,14.0099,0,0
00142268253-01,142268253,1,1,9180,4.438,0.389856,3.57353e-005,1.10501,0.264605,0.0065258,2.37839,0.0140016,1.55107,45.5866,4.53351,1.14673,1386.28,0.000895637,0.0104032,0.500456,3.29487,0.20092,52,37.4166,8.75314,5.93607,4263.45,78084.3
00142317154-01,142317154,1,1,5480,4.54367,16.955,0.00322771,5.34725,1.42317,0.0564473,51.9766,0.127497,0.867731,3740.25,318.151,2.57449,1387.86,0.00229982,0.144282,0.221261,3.39106,0.31944,2,204.053,19.2377,24.2045,630.833,37.4265
00146282666-01,146282666,1,1,5857,4.26578,9.08087,0.0121464,2.79902,0.492993,0.0204297,5.71089,0.0868814,1.25499,381.292,43.6626,6.52302,1389.32,0.00845682,0.516467,0.872052,2.37294,0.93889,2,11.5805,8.51355,8.10983,982.254,219.997
00146284310-01,146284310,1,1,4979,4.55648,9.45199,0.0203072,138.765,50.9544,1.6051,3.02664,0.0820567,0.791909,842260,10653.7,72.344,1395.24,0.0147236,36.172,0.990105,18.4309,-1.13611,3,1880.56,42.2004,58.1256,682.519,51.2837
00146636926-01,146636926,1,1,3235,4.438,11.9012,0.0045958,12.3503,0.755496,0.113129,9.10172,0.102067,1,15243.7,1708.71,11.1447,1392.58,0.00322956,1.1373,0.0234933,5.74003,6.45,2,0.00479,11.0166,9.71498,446.812,9.4193
00146637697-01,146637697,1,1,5047,4.48697,0.271718,-1,4.80304,-1,0.0507149,2.25967,0.00775788,0.867518,332897,0,1,1386.12,-1,0.0522235,0.1,33.3974,0.13561,0,29.9338,26.8542,4.55021,2355.01,7269.31
00146688260-01,146688260,1,2,5465,4.25134,0.503067,4.01034e-006,20.7908,2.72361,0.157077,2.16538,0.0122027,1.21243,17850.1,98.2761,1.44045,1386.27,9.35065e-005,0.720224,0.905728,30.0465,0.25165,40,361.118,105.032,23.0833,2403.71,7889.5
00146688260-02,146688260,2,2,5465,4.25134,0.503091,1.82821e-005,9.12838,1.1797,0.0689659,1.77629,0.0122031,1.21243,3924.3,105.955,1.41211,1386.01,0.000402938,0.517046,0.91899,4.05028,-0.10998,41,66.8635,26.2009,6.0351,2403.67,7888.98
00146712645-01,146712645,1,1,3193,4.438,1.5215,2.46295e-005,65.5987,50.9678,0.600887,10.8963,0.0259022,1,192536,1458.34,1.42609,1386.06,0.000188854,0.713046,0.892451,2.84818,0.55556,14,1339,116.987,44.635,875.432,138.807
00146725602-01,146725602,1,3,3177,4.438,10.4708,0.00297708,27.1111,1.47854,0.248338,28.6228,0.0937149,1,73088.4,6877.48,3.48966,1390.32,0.00228982,0.6945,0.0109007,6.41974,0.50972,2,0.00057,15.051,14.7196,457.936,10.393
00146725602-02,146725602,2,3,3177,4.438,11.1967,0.00743491,54.3049,889.574,0.497435,18.0573,0.0979977,1,115283,10770.5,5.44914,1390.09,0.00651784,2.72457,0.961541,5.26371,2.27917,2,0.04298,11.2662,8.22807,447.818,9.50442
00146725602-03,146725602,3,3,3177,4.438,10.0955,0.00288979,21.0989,1.93364,0.193267,48.1189,0.0914622,1,37245.7,5099.8,1.49516,1388.71,0.00200096,0.498181,0.744307,3.09746,3.6375,2,0.95865,7.70515,6.65325,463.541,10.9112
00146728657-01,146728657,1,1,6972,4.05547,0.444951,0.000190112,4.06677,0.955711,0.019387,1.01804,0.0131505,1.92148,283.577,29.4621,5.33941,1386.19,0.00497023,2.29662,0.978643,5.13245,0.22126,46,33.0074,7.18093,3.00491,3718.74,45196.2
00146761368-01,146761368,1,1,6605,3.41041,0.917745,1.65537e-005,115.958,39.4587,0.276854,1.88136,0,3.83661,54031.7,280.403,4.15136,1386.06,0.000209569,2.07568,0.875558,3.64674,0.23194,23,568.111,86.0752,22.024,0,0
